,Season,Team,Player
2291,11,Delhi Daredevils,Prithvi Shaw
2292,11,Delhi Daredevils,Rahul Tewatia
2293,11,Delhi Daredevils,Jayant Yadav
2294,11,Delhi Daredevils,Chris Morris
2295,11,Delhi Daredevils,Kagiso Rabada
2296,11,Kings XI Punjab,Ravichandran Ashwin
2297,11,Kings XI Punjab,Akshdeep Nath
2298,11,Kings XI Punjab,Mayank Agarwal
2299,11,Kings XI Punjab,Mayank Dagar
2300,11,Kings XI Punjab,Ben Dwarshuis
2301,11,Kings XI Punjab,Aaron Finch
2302,11,Kings XI Punjab,Chris Gayle
2303,11,Kings XI Punjab,Manzoor Dar
2304,11,Kings XI Punjab,David Miller
2305,11,Kings XI Punjab,Mujeeb Ur Rahman
2306,11,Kings XI Punjab,Karun Nair
2307,11,Kings XI Punjab,Axar Patel
2308,11,Kings XI Punjab,KL Rahul
2309,11,Kings XI Punjab,Ankit Rajpoot
2310,11,Kings XI Punjab,Pardeep Sahu
2311,11,Kings XI Punjab,Mohit Sharma
2312,11,Kings XI Punjab,Barinder Sran
2313,11,Kings XI Punjab,Marcus Stoinis
2314,11,Kings XI Punjab,Manoj Tiwary
2315,11,Kings XI Punjab,Andrew Tye
2316,11,Kings XI Punjab,Yuvraj Singh
2317,11,Kolkata Knight Riders,Dinesh Karthik
2318,11,Kolkata Knight Riders,Piyush Chawla
2319,11,Kolkata Knight Riders,Tom Curran
2320,11,Kolkata Knight Riders,Cameron Delport
2321,11,Kolkata Knight Riders,Ishank Jaggi
2322,11,Kolkata Knight Riders,Mitchell Johnson
2323,11,Kolkata Knight Riders,Kuldeep Yadav
2324,11,Kolkata Knight Riders,Chris Lynn
2325,11,Kolkata Knight Riders,Sunil Narine
2326,11,Kolkata Knight Riders,Prasidh Krishna
2327,11,Kolkata Knight Riders,Nitish Rana
2328,11,Kolkata Knight Riders,Andre Russell
2329,11,Kolkata Knight Riders,Javon Searles
2330,11,Kolkata Knight Riders,Shivam Mavi
2331,11,Kolkata Knight Riders,Shubman Gill
2332,11,Kolkata Knight Riders,Rinku Singh
2333,11,Kolkata Knight Riders,Robin Uthappa
2334,11,Kolkata Knight Riders,Vinay Kumar
2335,11,Kolkata Knight Riders,Apoorv Wankhade
2336,11,Kolkata Knight Riders,Kamlesh Nagarkoti
2337,11,Kolkata Knight Riders,Mitchell Starc
2338,11,Mumbai Indians,Rohit Sharma
2339,11,Mumbai Indians,Jasprit Bumrah
2340,11,Mumbai Indians,Rahul Chahar
2341,11,Mumbai Indians,Ben Cutting
2342,11,Mumbai Indians,Akila Dananjaya
2343,11,Mumbai Indians,Jean-Paul Duminy
2344,11,Mumbai Indians,Ishan Kishan
2345,11,Mumbai Indians,Siddhesh Lad
2346,11,Mumbai Indians,Evin Lewis
2347,11,Mumbai Indians,Sharad Lumba
2348,11,Mumbai Indians,Mitchell McClenaghan
2349,11,Mumbai Indians,Mayank Markande
2350,11,Mumbai Indians,Adam Milne
2351,11,Mumbai Indians,Mohsin Khan
2352,11,Mumbai Indians,Mustafizur Rahman
2353,11,Mumbai Indians,MD Nidheesh
2354,11,Mumbai Indians,Hardik Pandya
2355,11,Mumbai Indians,Krunal Pandya
2356,11,Mumbai Indians,Kieron Pollard
2357,11,Mumbai Indians,Anukul Roy
2358,11,Mumbai Indians,Pradeep Sangwan
2359,11,Mumbai Indians,Tajinder Singh
2360,11,Mumbai Indians,Aditya Tare
2361,11,Mumbai Indians,Saurabh Tiwary
2362,11,Mumbai Indians,Suryakumar Yadav
2363,11,Mumbai Indians,Jason Behrendorff
2364,11,Mumbai Indians,Pat Cummins
2365,11,Rajasthan Royals,Ajinkya Rahane
2366,11,Rajasthan Royals,Ankit Sharma
2367,11,Rajasthan Royals,Anureet Singh
2368,11,Rajasthan Royals,Jofra Archer
2369,11,Rajasthan Royals,Stuart Binny
2370,11,Rajasthan Royals,Aryaman Birla
2371,11,Rajasthan Royals,Jos Buttler
2372,11,Rajasthan Royals,Prashant Chopra
2373,11,Rajasthan Royals,Shreyas Gopal
2374,11,Rajasthan Royals,Krishnappa Gowtham
2375,11,Rajasthan Royals,Heinrich Klaasen
2376,11,Rajasthan Royals,Dhawal Kulkarni
2377,11,Rajasthan Royals,Ben Laughlin
2378,11,Rajasthan Royals,Mahipal Lomror
2379,11,Rajasthan Royals,Sudhesan Midhun
2380,11,Rajasthan Royals,Sanju Samson
2381,11,Rajasthan Royals,Jatin Saxena
2382,11,Rajasthan Royals,D'Arcy Short
2383,11,Rajasthan Royals,Ish Sodhi
2384,11,Rajasthan Royals,Ben Stokes
2385,11,Rajasthan Royals,Rahul Tripathi
2386,11,Rajasthan Royals,Jaydev Unadkat
2387,11,Rajasthan Royals,Dushmantha Chameera
2388,11,Rajasthan Royals,Steven Smith
2389,11,Rajasthan Royals,Zahir Khan
2390,11,Royal Challengers Bangalore,Virat Kohli
2391,11,Royal Challengers Bangalore,Moeen Ali
2392,11,Royal Challengers Bangalore,Corey Anderson
2393,11,Royal Challengers Bangalore,Murugan Ashwin
2394,11,Royal Challengers Bangalore,Yuzvendra Chahal
2395,11,Royal Challengers Bangalore,Aniket Choudhary
2396,11,Royal Challengers Bangalore,Colin de Grandhomme
2397,11,Royal Challengers Bangalore,Quinton de Kock
2398,11,Royal Challengers Bangalore,Pavan Deshpande
2399,11,Royal Challengers Bangalore,AB de Villiers
2400,11,Royal Challengers Bangalore,Aniruddha Joshi
2401,11,Royal Challengers Bangalore,Sarfaraz Khan
2402,11,Royal Challengers Bangalore,Kulwant Khejroliya
2403,11,Royal Challengers Bangalore,Brendon McCullum
2404,11,Royal Challengers Bangalore,Mandeep Singh
2405,11,Royal Challengers Bangalore,Mohammed Siraj
2406,11,Royal Challengers Bangalore,Pawan Negi
2407,11,Royal Challengers Bangalore,Parthiv Patel
2408,11,Royal Challengers Bangalore,Navdeep Saini
2409,11,Royal Challengers Bangalore,Tim Southee
2410,11,Royal Challengers Bangalore,Manan Vohra
2411,11,Royal Challengers Bangalore,Washington Sundar
2412,11,Royal Challengers Bangalore,Chris Woakes
2413,11,Royal Challengers Bangalore,Umesh Yadav
2414,11,Royal Challengers Bangalore,Nathan Coulter-Nile
2415,11,Sunrisers Hyderabad,Kane Williamson
2416,11,Sunrisers Hyderabad,Tanmay Agarwal
2417,11,Sunrisers Hyderabad,Khaleel Ahmed
2418,11,Sunrisers Hyderabad,Basil Thampi
2419,11,Sunrisers Hyderabad,Ricky Bhui
2420,11,Sunrisers Hyderabad,Bipul Sharma
2421,11,Sunrisers Hyderabad,Carlos Brathwaite
2422,11,Sunrisers Hyderabad,Shikhar Dhawan
2423,11,Sunrisers Hyderabad,Shreevats Goswami
2424,11,Sunrisers Hyderabad,Alex Hales
2425,11,Sunrisers Hyderabad,Mehdi Hassan
2426,11,Sunrisers Hyderabad,Deepak Hooda
2427,11,Sunrisers Hyderabad,Chris Jordan
2428,11,Sunrisers Hyderabad,Siddarth Kaul
2429,11,Sunrisers Hyderabad,Bhuvneshwar Kumar
2430,11,Sunrisers Hyderabad,Mohammad Nabi
2431,11,Sunrisers Hyderabad,T Natarajan
2432,11,Sunrisers Hyderabad,Manish Pandey
2433,11,Sunrisers Hyderabad,Yusuf Pathan
2434,11,Sunrisers Hyderabad,Rashid Khan
2435,11,Sunrisers Hyderabad,Sachin Baby
2436,11,Sunrisers Hyderabad,Wriddhiman Saha
2437,11,Sunrisers Hyderabad,Sandeep Sharma
2438,11,Sunrisers Hyderabad,Shakib Al Hasan
2439,11,Sunrisers Hyderabad,Billy Stanlake
2440,11,Sunrisers Hyderabad,David Warner
2441,12,Chennai Super Kings,MS Dhoni
2442,12,Chennai Super Kings,KM Asif
2443,12,Chennai Super Kings,Sam Billings
2444,12,Chennai Super Kings,Chaitanya Bishnoi
2445,12,Chennai Super Kings,Dwayne Bravo
2446,12,Chennai Super Kings,Deepak Chahar
2447,12,Chennai Super Kings,Faf du Plessis
2448,12,Chennai Super Kings,Ruturaj Gaikwad
2449,12,Chennai Super Kings,Harbhajan Singh
2450,12,Chennai Super Kings,Imran Tahir
2451,12,Chennai Super Kings,Ravindra Jadeja
2452,12,Chennai Super Kings,Kedar Jadhav
2453,12,Chennai Super Kings,Narayan Jagadeesan
2454,12,Chennai Super Kings,Scott Kuggeleijn
2455,12,Chennai Super Kings,Monu Kumar
2456,12,Chennai Super Kings,Suresh Raina
2457,12,Chennai Super Kings,Ambati Rayudu
2458,12,Chennai Super Kings,Mitchell Santner
2459,12,Chennai Super Kings,Karn Sharma
2460,12,Chennai Super Kings,Mohit Sharma
2461,12,Chennai Super Kings,Dhruv Shorey
2462,12,Chennai Super Kings,Shardul Thakur
2463,12,Chennai Super Kings,Murali Vijay
2464,12,Chennai Super Kings,Shane Watson
2465,12,Chennai Super Kings,David Willey
2466,12,Chennai Super Kings,Lungi Ngidi
2467,12,Delhi Capitals,Shreyas Iyer
2468,12,Delhi Capitals,Avesh Khan
2469,12,Delhi Capitals,Bandaru Ayyappa
2470,12,Delhi Capitals,Ankush Bains
2471,12,Delhi Capitals,Trent Boult
2472,12,Delhi Capitals,Shikhar Dhawan
2473,12,Delhi Capitals,Colin Ingram
2474,12,Delhi Capitals,Sandeep Lamichhane
2475,12,Delhi Capitals,Manjot Kalra
2476,12,Delhi Capitals,Amit Mishra
2477,12,Delhi Capitals,Chris Morris
2478,12,Delhi Capitals,Colin Munro
2479,12,Delhi Capitals,Rishabh Pant
2480,12,Delhi Capitals,Axar Patel
2481,12,Delhi Capitals,Harshal Patel
2482,12,Delhi Capitals,Keemo Paul
2483,12,Delhi Capitals,Kagiso Rabada
2484,12,Delhi Capitals,Sherfane Rutherford
2485,12,Delhi Capitals,Jalaj Saxena
2486,12,Delhi Capitals,Ishant Sharma
2487,12,Delhi Capitals,Prithvi Shaw
2488,12,Delhi Capitals,Nathu Singh
2489,12,Delhi Capitals,Rahul Tewatia
2490,12,Delhi Capitals,Hanuma Vihari
2491,12,Delhi Capitals,Jayant Yadav
2492,12,Kings XI Punjab,Ravichandran Ashwin
2493,12,Kings XI Punjab,Mayank Agarwal
2494,12,Kings XI Punjab,Arshdeep Singh
2495,12,Kings XI Punjab,Murugan Ashwin
2496,12,Kings XI Punjab,Agnivesh Ayachi
2497,12,Kings XI Punjab,Sam Curran
2498,12,Kings XI Punjab,Chris Gayle
2499,12,Kings XI Punjab,Harpreet Brar
2500,12,Kings XI Punjab,Moises Henriques
2501,12,Kings XI Punjab,Sarfaraz Khan
2502,12,Kings XI Punjab,Mandeep Singh
2503,12,Kings XI Punjab,David Miller
2504,12,Kings XI Punjab,Mohammed Shami
2505,12,Kings XI Punjab,Mujeeb Ur Rahman
2506,12,Kings XI Punjab,Karun Nair
2507,12,Kings XI Punjab,Darshan Nalkande
2508,12,Kings XI Punjab,Nicholas Pooran
2509,12,Kings XI Punjab,Prabhsimran Singh
2510,12,Kings XI Punjab,KL Rahul
2511,12,Kings XI Punjab,Ankit Rajpoot
2512,12,Kings XI Punjab,Andrew Tye
2513,12,Kings XI Punjab,Varun Chakravarthy
2514,12,Kings XI Punjab,Hardus Viljoen
2515,12,Kolkata Knight Riders,Dinesh Karthik
2516,12,Kolkata Knight Riders,Carlos Brathwaite
2517,12,Kolkata Knight Riders,KC Cariappa
2518,12,Kolkata Knight Riders,Piyush Chawla
2519,12,Kolkata Knight Riders,Joe Denly
2520,12,Kolkata Knight Riders,Lockie Ferguson
2521,12,Kolkata Knight Riders,Harry Gurney
2522,12,Kolkata Knight Riders,Kuldeep Yadav
2523,12,Kolkata Knight Riders,Chris Lynn
2524,12,Kolkata Knight Riders,Shrikant Mundhe
2525,12,Kolkata Knight Riders,Nikhil Naik
2526,12,Kolkata Knight Riders,Sunil Narine
2527,12,Kolkata Knight Riders,Prasidh Krishna
2528,12,Kolkata Knight Riders,Prithvi Raj
2529,12,Kolkata Knight Riders,Nitish Rana
2530,12,Kolkata Knight Riders,Andre Russell
2531,12,Kolkata Knight Riders,Sandeep Warrier
2532,12,Kolkata Knight Riders,Shubman Gill
2533,12,Kolkata Knight Riders,Rinku Singh
2534,12,Kolkata Knight Riders,Robin Uthappa
2535,12,Kolkata Knight Riders,Kamlesh Nagarkoti
2536,12,Kolkata Knight Riders,Anrich Nortje
2537,12,Kolkata Knight Riders,Shivam Mavi
2538,12,Mumbai Indians,Rohit Sharma
2539,12,Mumbai Indians,Anmolpreet Singh
2540,12,Mumbai Indians,Jason Behrendorff
2541,12,Mumbai Indians,Jasprit Bumrah
2542,12,Mumbai Indians,Rahul Chahar
2543,12,Mumbai Indians,Ben Cutting
2544,12,Mumbai Indians,Quinton de Kock
2545,12,Mumbai Indians,Beuran Hendricks
2546,12,Mumbai Indians,Ishan Kishan
2547,12,Mumbai Indians,Pankaj Jaswal
2548,12,Mumbai Indians,Siddhesh Lad
2549,12,Mumbai Indians,Evin Lewis
2550,12,Mumbai Indians,Mitchell McClenaghan
2551,12,Mumbai Indians,Lasith Malinga
2552,12,Mumbai Indians,Mayank Markande
2553,12,Mumbai Indians,Hardik Pandya
2554,12,Mumbai Indians,Krunal Pandya
2555,12,Mumbai Indians,Kieron Pollard
2556,12,Mumbai Indians,Rasikh Salam
2557,12,Mumbai Indians,Anukul Roy
2558,12,Mumbai Indians,Barinder Sran
2559,12,Mumbai Indians,Aditya Tare
2560,12,Mumbai Indians,Jayant Yadav
2561,12,Mumbai Indians,Suryakumar Yadav
2562,12,Mumbai Indians,Yuvraj Singh
2563,12,Mumbai Indians,Alzarri Joseph
2564,12,Mumbai Indians,Adam Milne
2565,12,Rajasthan Royals,Ajinkya Rahane
2566,12,Rajasthan Royals,Varun Aaron
2567,12,Rajasthan Royals,Jofra Archer
2568,12,Rajasthan Royals,Stuart Binny
2569,12,Rajasthan Royals,Aryaman Birla
2570,12,Rajasthan Royals,Jos Buttler
2571,12,Rajasthan Royals,Prashant Chopra
2572,12,Rajasthan Royals,Shreyas Gopal
2573,12,Rajasthan Royals,Krishnappa Gowtham
2574,12,Rajasthan Royals,Dhawal Kulkarni
2575,12,Rajasthan Royals,Liam Livingstone
2576,12,Rajasthan Royals,Mahipal Lomror
2577,12,Rajasthan Royals,Sudhesan Midhun
2578,12,Rajasthan Royals,Riyan Parag
2579,12,Rajasthan Royals,Shubham Ranjane
2580,12,Rajasthan Royals,Sanju Samson
2581,12,Rajasthan Royals,Shashank Singh
2582,12,Rajasthan Royals,Steven Smith
2583,12,Rajasthan Royals,Ish Sodhi
2584,12,Rajasthan Royals,Ben Stokes
2585,12,Rajasthan Royals,Oshane Thomas
2586,12,Rajasthan Royals,Rahul Tripathi
2587,12,Rajasthan Royals,Ashton Turner
2588,12,Rajasthan Royals,Jaydev Unadkat
2589,12,Rajasthan Royals,Manan Vohra
2590,12,Rajasthan Royals,Steven Smith
2591,12,Rajasthan Royals,Varun Aaron
2592,12,Rajasthan Royals,Jofra Archer
2593,12,Rajasthan Royals,Stuart Binny
2594,12,Rajasthan Royals,Aryaman Birla
2595,12,Rajasthan Royals,Jos Buttler
2596,12,Rajasthan Royals,Prashant Chopra
2597,12,Rajasthan Royals,Shreyas Gopal
2598,12,Rajasthan Royals,Krishnappa Gowtham
2599,12,Rajasthan Royals,Dhawal Kulkarni
2600,12,Rajasthan Royals,Liam Livingstone
2601,12,Rajasthan Royals,Mahipal Lomror
2602,12,Rajasthan Royals,Sudhesan Midhun
2603,12,Rajasthan Royals,Riyan Parag
2604,12,Rajasthan Royals,Ajinkya Rahane
2605,12,Rajasthan Royals,Shubham Ranjane
2606,12,Rajasthan Royals,Sanju Samson
2607,12,Rajasthan Royals,Shashank Singh
2608,12,Rajasthan Royals,Ish Sodhi
2609,12,Rajasthan Royals,Ben Stokes
2610,12,Rajasthan Royals,Oshane Thomas
2611,12,Rajasthan Royals,Rahul Tripathi
2612,12,Rajasthan Royals,Ashton Turner
2613,12,Rajasthan Royals,Jaydev Unadkat
2614,12,Rajasthan Royals,Manan Vohra
2615,12,Royal Challengers Bangalore,Virat Kohli
2616,12,Royal Challengers Bangalore,Akshdeep Nath
2617,12,Royal Challengers Bangalore,Moeen Ali
2618,12,Royal Challengers Bangalore,Yuzvendra Chahal
2619,12,Royal Challengers Bangalore,Colin de Grandhomme
2620,12,Royal Challengers Bangalore,AB de Villiers
2621,12,Royal Challengers Bangalore,Shivam Dube
2622,12,Royal Challengers Bangalore,Gurkeerat Singh Mann
2623,12,Royal Challengers Bangalore,Shimron Hetmyer
2624,12,Royal Challengers Bangalore,Himmat Singh
2625,12,Royal Challengers Bangalore,Kulwant Khejroliya
2626,12,Royal Challengers Bangalore,Heinrich Klaasen
2627,12,Royal Challengers Bangalore,Milind Kumar
2628,12,Royal Challengers Bangalore,Mohammed Siraj
2629,12,Royal Challengers Bangalore,Pawan Negi
2630,12,Royal Challengers Bangalore,Devdutt Padikkal
2631,12,Royal Challengers Bangalore,Parthiv Patel
2632,12,Royal Challengers Bangalore,Prayas Ray Barman
2633,12,Royal Challengers Bangalore,Navdeep Saini
2634,12,Royal Challengers Bangalore,Tim Southee
2635,12,Royal Challengers Bangalore,Dale Steyn
2636,12,Royal Challengers Bangalore,Marcus Stoinis
2637,12,Royal Challengers Bangalore,Washington Sundar
2638,12,Royal Challengers Bangalore,Umesh Yadav
2639,12,Royal Challengers Bangalore,Nathan Coulter-Nile
2640,12,Sunrisers Hyderabad,Kane Williamson
2641,12,Sunrisers Hyderabad,Abhishek Sharma
2642,12,Sunrisers Hyderabad,Khaleel Ahmed
2643,12,Sunrisers Hyderabad,Jonny Bairstow
2644,12,Sunrisers Hyderabad,Basil Thampi
2645,12,Sunrisers Hyderabad,Ricky Bhui
2646,12,Sunrisers Hyderabad,Shreevats Goswami
2647,12,Sunrisers Hyderabad,Martin Guptill
2648,12,Sunrisers Hyderabad,Deepak Hooda
2649,12,Sunrisers Hyderabad,Siddarth Kaul
2650,12,Sunrisers Hyderabad,Bhuvneshwar Kumar
2651,12,Sunrisers Hyderabad,Mohammad Nabi
2652,12,Sunrisers Hyderabad,Shahbaz Nadeem
2653,12,Sunrisers Hyderabad,T Natarajan
2654,12,Sunrisers Hyderabad,Manish Pandey
2655,12,Sunrisers Hyderabad,Yusuf Pathan
2656,12,Sunrisers Hyderabad,Rashid Khan
2657,12,Sunrisers Hyderabad,Wriddhiman Saha
2658,12,Sunrisers Hyderabad,Sandeep Sharma
2659,12,Sunrisers Hyderabad,Vijay Shankar
2660,12,Sunrisers Hyderabad,Shakib Al Hasan
2661,12,Sunrisers Hyderabad,Billy Stanlake
2662,12,Sunrisers Hyderabad,David Warner
2663,13,Chennai Super Kings (20,MS Dhoni
2664,13,Chennai Super Kings (20,KM Asif
2665,13,Chennai Super Kings (20,Deepak Chahar
2666,13,Chennai Super Kings (20,Piyush Chawla
2667,13,Chennai Super Kings (20,Sam Curran
2668,13,Chennai Super Kings (20,Faf du Plessis
2669,13,Chennai Super Kings (20,Ruturaj Gaikwad
2670,13,Chennai Super Kings (20,Josh Hazlewood
2671,13,Chennai Super Kings (20,Imran Tahir
2672,13,Chennai Super Kings (20,Ravindra Jadeja
2673,13,Chennai Super Kings (20,Kedar Jadhav
2674,13,Chennai Super Kings (20,Narayan Jagadeesan
2675,13,Chennai Super Kings (20,Monu Kumar
2676,13,Chennai Super Kings (20,Lungi Ngidi
2677,13,Chennai Super Kings (20,Ambati Rayudu
2678,13,Chennai Super Kings (20,Ravisrinivasan Sai Kishore
2679,13,Chennai Super Kings (20,Mitchell Santner
2680,13,Chennai Super Kings (20,Karn Sharma
2681,13,Chennai Super Kings (20,Shardul Thakur
2682,13,Chennai Super Kings (20,Murali Vijay
2683,13,Chennai Super Kings (20,Shane Watson
2684,13,Chennai Super Kings (20,Dwayne Bravo
2685,13,Chennai Super Kings (20,Harbhajan Singh
2686,13,Chennai Super Kings (20,Suresh Raina
2687,13,Delhi Capitals,Shreyas Iyer
2688,13,Delhi Capitals,Ravichandran Ashwin
2689,13,Delhi Capitals,Avesh Khan
2690,13,Delhi Capitals,Alex Carey
2691,13,Delhi Capitals,Tushar Deshpande
2692,13,Delhi Capitals,Shikhar Dhawan
2693,13,Delhi Capitals,Praveen Dubey
2694,13,Delhi Capitals,Shimron Hetmyer
2695,13,Delhi Capitals,Sandeep Lamichhane
2696,13,Delhi Capitals,Anrich Nortje
2697,13,Delhi Capitals,Rishabh Pant
2698,13,Delhi Capitals,Axar Patel
2699,13,Delhi Capitals,Harshal Patel
2700,13,Delhi Capitals,Keemo Paul
2701,13,Delhi Capitals,Kagiso Rabada
2702,13,Delhi Capitals,Ajinkya Rahane
2703,13,Delhi Capitals,Daniel Sams
2704,13,Delhi Capitals,Mohit Sharma
2705,13,Delhi Capitals,Prithvi Shaw
2706,13,Delhi Capitals,Marcus Stoinis
2707,13,Delhi Capitals,Lalit Yadav
2708,13,Delhi Capitals,Amit Mishra
2709,13,Delhi Capitals,Jason Roy
2710,13,Delhi Capitals,Ishant Sharma
2711,13,Delhi Capitals,Chris Woakes
2712,13,Kings XI Punjab,KL Rahul
2713,13,Kings XI Punjab,Mayank Agarwal
2714,13,Kings XI Punjab,Arshdeep Singh
2715,13,Kings XI Punjab,Murugan Ashwin
2716,13,Kings XI Punjab,Sheldon Cottrell
2717,13,Kings XI Punjab,Chris Gayle
2718,13,Kings XI Punjab,Krishnappa Gowtham
2719,13,Kings XI Punjab,Harpreet Brar
2720,13,Kings XI Punjab,Deepak Hooda
2721,13,Kings XI Punjab,Chris Jordan
2722,13,Kings XI Punjab,Sarfaraz Khan
2723,13,Kings XI Punjab,Mandeep Singh
2724,13,Kings XI Punjab,Glenn Maxwell
2725,13,Kings XI Punjab,Mohammed Shami
2726,13,Kings XI Punjab,Mujeeb Ur Rahman
2727,13,Kings XI Punjab,Karun Nair
2728,13,Kings XI Punjab,Darshan Nalkande
2729,13,Kings XI Punjab,James Neesham
2730,13,Kings XI Punjab,Nicholas Pooran
2731,13,Kings XI Punjab,Ishan Porel
2732,13,Kings XI Punjab,Prabhsimran Singh
2733,13,Kings XI Punjab,Ravi Bishnoi
2734,13,Kings XI Punjab,Jagadeesha Suchith
2735,13,Kings XI Punjab,Tajinder Singh
2736,13,Kings XI Punjab,Hardus Viljoen
2737,13,Kolkata Knight Riders,Eoin Morgan
2738,13,Kolkata Knight Riders,Tom Banton
2739,13,Kolkata Knight Riders,Pat Cummins
2740,13,Kolkata Knight Riders,Lockie Ferguson
2741,13,Kolkata Knight Riders,Chris Green
2742,13,Kolkata Knight Riders,Dinesh Karthik
2743,13,Kolkata Knight Riders,Kuldeep Yadav
2744,13,Kolkata Knight Riders,Siddhesh Lad
2745,13,Kolkata Knight Riders,Kamlesh Nagarkoti
2746,13,Kolkata Knight Riders,Nikhil Naik
2747,13,Kolkata Knight Riders,Sunil Narine
2748,13,Kolkata Knight Riders,Prasidh Krishna
2749,13,Kolkata Knight Riders,Nitish Rana
2750,13,Kolkata Knight Riders,Andre Russell
2751,13,Kolkata Knight Riders,Sandeep Warrier
2752,13,Kolkata Knight Riders,Shivam Mavi
2753,13,Kolkata Knight Riders,Shubman Gill
2754,13,Kolkata Knight Riders,Manimaran Siddharth
2755,13,Kolkata Knight Riders,Rinku Singh
2756,13,Kolkata Knight Riders,Rahul Tripathi
2757,13,Kolkata Knight Riders,Varun Chakravarthy
2758,13,Kolkata Knight Riders,Ali Khan
2759,13,Kolkata Knight Riders,Harry Gurney
2760,13,Kolkata Knight Riders,Pravin Tambe
2761,13,Mumbai Indians,Rohit Sharma
2762,13,Mumbai Indians,Anmolpreet Singh
2763,13,Mumbai Indians,Trent Boult
2764,13,Mumbai Indians,Jasprit Bumrah
2765,13,Mumbai Indians,Rahul Chahar
2766,13,Mumbai Indians,Nathan Coulter-Nile
2767,13,Mumbai Indians,Quinton de Kock
2768,13,Mumbai Indians,Digvijay Deshmukh
2769,13,Mumbai Indians,Ishan Kishan
2770,13,Mumbai Indians,Dhawal Kulkarni
2771,13,Mumbai Indians,Chris Lynn
2772,13,Mumbai Indians,Mitchell McClenaghan
2773,13,Mumbai Indians,Mohsin Khan
2774,13,Mumbai Indians,Hardik Pandya
2775,13,Mumbai Indians,Krunal Pandya
2776,13,Mumbai Indians,James Pattinson
2777,13,Mumbai Indians,Kieron Pollard
2778,13,Mumbai Indians,Prince Balwant Rai
2779,13,Mumbai Indians,Anukul Roy
2780,13,Mumbai Indians,Sherfane Rutherford
2781,13,Mumbai Indians,Aditya Tare
2782,13,Mumbai Indians,Saurabh Tiwary
2783,13,Mumbai Indians,Jayant Yadav
2784,13,Mumbai Indians,Suryakumar Yadav
2785,13,Mumbai Indians,Lasith Malinga
2786,13,Rajasthan Royals,Steven Smith
2787,13,Rajasthan Royals,Varun Aaron
2788,13,Rajasthan Royals,Akash Singh
2789,13,Rajasthan Royals,Anuj Rawat
2790,13,Rajasthan Royals,Jofra Archer
2791,13,Rajasthan Royals,Jos Buttler
2792,13,Rajasthan Royals,Tom Curran
2793,13,Rajasthan Royals,Shreyas Gopal
2794,13,Rajasthan Royals,Yashasvi Jaiswal
2795,13,Rajasthan Royals,Aniruddha Joshi
2796,13,Rajasthan Royals,Kartik Tyagi
2797,13,Rajasthan Royals,Mahipal Lomror
2798,13,Rajasthan Royals,Mayank Markande
2799,13,Rajasthan Royals,David Miller
2800,13,Rajasthan Royals,Riyan Parag
2801,13,Rajasthan Royals,Ankit Rajpoot
2802,13,Rajasthan Royals,Sanju Samson
2803,13,Rajasthan Royals,Shashank Singh
2804,13,Rajasthan Royals,Ben Stokes
2805,13,Rajasthan Royals,Rahul Tewatia
2806,13,Rajasthan Royals,Oshane Thomas
2807,13,Rajasthan Royals,Andrew Tye
2808,13,Rajasthan Royals,Jaydev Unadkat
2809,13,Rajasthan Royals,Robin Uthappa
2810,13,Rajasthan Royals,Manan Vohra
2811,13,Royal Challengers Bangalore,Virat Kohli
2812,13,Royal Challengers Bangalore,Moeen Ali
2813,13,Royal Challengers Bangalore,Yuzvendra Chahal
2814,13,Royal Challengers Bangalore,Pavan Deshpande
2815,13,Royal Challengers Bangalore,AB de Villiers
2816,13,Royal Challengers Bangalore,Shivam Dube
2817,13,Royal Challengers Bangalore,Aaron Finch
2818,13,Royal Challengers Bangalore,Gurkeerat Singh Mann
2819,13,Royal Challengers Bangalore,Mohammed Siraj
2820,13,Royal Challengers Bangalore,Chris Morris
2821,13,Royal Challengers Bangalore,Pawan Negi
2822,13,Royal Challengers Bangalore,Devdutt Padikkal
2823,13,Royal Challengers Bangalore,Parthiv Patel
2824,13,Royal Challengers Bangalore,Josh Philippe
2825,13,Royal Challengers Bangalore,Shahbaz Ahmed
2826,13,Royal Challengers Bangalore,Navdeep Saini
2827,13,Royal Challengers Bangalore,Dale Steyn
2828,13,Royal Challengers Bangalore,Isuru Udana
2829,13,Royal Challengers Bangalore,Washington Sundar
2830,13,Royal Challengers Bangalore,Umesh Yadav
2831,13,Royal Challengers Bangalore,Adam Zampa
2832,13,Royal Challengers Bangalore,Kane Richardson
2833,13,Sunrisers Hyderabad,David Warner
2834,13,Sunrisers Hyderabad,Abdul Samad
2835,13,Sunrisers Hyderabad,Abhishek Sharma
2836,13,Sunrisers Hyderabad,Khaleel Ahmed
2837,13,Sunrisers Hyderabad,Fabian Allen
2838,13,Sunrisers Hyderabad,Jonny Bairstow
2839,13,Sunrisers Hyderabad,Basil Thampi
2840,13,Sunrisers Hyderabad,Priyam Garg
2841,13,Sunrisers Hyderabad,Shreevats Goswami
2842,13,Sunrisers Hyderabad,Jason Holder
2843,13,Sunrisers Hyderabad,Siddarth Kaul
2844,13,Sunrisers Hyderabad,Mohammad Nabi
2845,13,Sunrisers Hyderabad,Shahbaz Nadeem
2846,13,Sunrisers Hyderabad,T Natarajan
2847,13,Sunrisers Hyderabad,Manish Pandey
