,Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams
1179,Brett Lee,4,0,25,1,6.25,15,3,0,4,2,1,392222,2,25,Kings XI Punjab
1180,Irfan Pathan,3.2,1,14,0,4.2,10,1,0,0,0,1,392222,2,18,Kings XI Punjab
1181,Sreesanth,1,0,21,0,21,1,2,2,0,0,1,392222,2,0,Kings XI Punjab
1182,Piyush Chawla,4,0,32,1,8,11,4,1,0,0,1,392222,2,25,Kings XI Punjab
1183,Yuvraj Singh,2,0,14,0,7,5,0,1,0,0,1,392222,2,0,Kings XI Punjab
1184,Karan Goel,2,0,16,0,8,5,2,0,0,0,1,392222,2,0,Kings XI Punjab
1185,RP Singh,4,0,26,0,6.5,9,1,1,1,0,2,392223,2,0,Deccan Chargers
1186,Chaminda Vaas,4,0,52,2,13,10,4,3,1,2,2,392223,2,44,Deccan Chargers
1187,Andrew Symonds,3,0,19,1,6.33,10,1,1,1,0,2,392223,2,25,Deccan Chargers
1188,Shoaib Ahmed,1,0,24,0,24,0,4,1,0,0,2,392223,2,0,Deccan Chargers
1189,Pragyan Ojha,4,0,26,2,6.5,8,3,0,1,0,2,392223,2,50,Deccan Chargers
1190,Dwayne Smith,4,0,25,1,6.25,9,3,0,0,0,2,392223,2,25,Deccan Chargers
1191,Ashish Nehra,4,0,47,1,11.75,6,7,1,1,0,1,392223,2,25,Delhi Daredevils
1192,Dirk Nannes,4,0,31,1,7.75,12,4,1,1,0,1,392223,2,25,Delhi Daredevils
1193,Pradeep Sangwan,4,1,18,3,4.5,15,2,0,3,0,1,392223,2,97,Delhi Daredevils
1194,Tillakaratne Dilshan,2,0,8,0,4,4,0,0,0,0,1,392223,2,6,Delhi Daredevils
1195,Rajat Bhatia,2.4,0,15,4,5.63,6,0,1,0,0,1,392223,2,108,Delhi Daredevils
1196,Amit Mishra,3,0,39,0,13,4,0,4,0,0,1,392223,2,-6,Delhi Daredevils
1197,Anil Kumble,4,0,12,2,3,14,0,0,0,0,2,392224,2,56,Royal Challengers Bangalore
1198,Vinay Kumar,3,0,30,2,10,5,5,0,1,0,2,392224,2,50,Royal Challengers Bangalore
1199,Praveen Kumar,3.4,0,35,1,9.55,7,5,1,0,0,2,392224,2,25,Royal Challengers Bangalore
1200,Jacques Kallis,4,1,18,2,4.5,13,2,0,0,0,2,392224,2,68,Royal Challengers Bangalore
1201,Roelof van der Merwe,4,0,29,1,7.25,8,0,2,0,0,2,392224,2,25,Royal Challengers Bangalore
1202,Balachandra Akhil,1,0,2,0,2,4,0,0,0,0,2,392224,2,0,Royal Challengers Bangalore
1203,Albie Morkel,4,0,13,2,3.25,16,1,0,1,0,1,392224,2,56,Chennai Super Kings
1204,Sudeep Tyagi,2,0,21,1,10.5,5,4,0,1,0,1,392224,2,25,Chennai Super Kings
1205,Lakshmipathy Balaji,4,0,32,1,8,7,1,2,1,0,1,392224,2,25,Chennai Super Kings
1206,Shadab Jakati,4,0,25,0,6.25,8,1,1,0,0,1,392224,2,0,Chennai Super Kings
1207,Muttiah Muralitharan,4,0,24,1,6,14,3,1,0,0,1,392224,2,25,Chennai Super Kings
1208,Jacob Oram,1.4,0,12,2,7.2,3,1,0,0,0,1,392224,2,50,Chennai Super Kings
1209,Dhawal Kulkarni,4,0,29,0,7.25,11,4,0,1,0,2,392225,2,0,Mumbai Indians
1210,Lasith Malinga,4,0,28,1,7,11,4,0,1,0,2,392225,2,25,Mumbai Indians
1211,Dwayne Bravo,3,0,30,1,10,6,2,2,2,0,2,392225,2,25,Mumbai Indians
1212,Jean-Paul Duminy,3,0,17,0,5.67,9,1,1,0,0,2,392225,2,0,Mumbai Indians
1213,Harbhajan Singh,4,0,31,1,7.75,9,5,0,0,0,2,392225,2,25,Mumbai Indians
1214,Chetanya Nanda,1,0,4,1,4,2,0,0,0,0,2,392225,2,25,Mumbai Indians
1215,Sanath Jayasuriya,1,0,3,2,3,3,0,0,0,0,2,392225,2,50,Mumbai Indians
1216,Yusuf Pathan,3,0,25,0,8.33,4,1,1,1,0,1,392225,2,0,Rajasthan Royals
1217,Munaf Patel,3.5,0,22,2,5.74,13,3,0,0,0,1,392225,2,50,Rajasthan Royals
1218,Siddharth Trivedi,4,0,19,2,4.75,10,0,0,0,1,1,392225,2,56,Rajasthan Royals
1219,Shane Warne,4,0,24,3,6,9,1,0,3,0,1,392225,2,79,Rajasthan Royals
1220,Johan Botha,4,0,32,0,8,11,2,1,2,0,1,392225,2,0,Rajasthan Royals
1221,Ravindra Jadeja,1,0,18,0,18,0,3,0,1,0,1,392225,2,0,Rajasthan Royals
1222,Brett Lee,4,1,15,3,3.75,17,2,0,2,0,2,392226,2,97,Kings XI Punjab
1223,Irfan Pathan,4,0,22,2,5.5,8,0,0,0,0,2,392226,2,50,Kings XI Punjab
1224,Piyush Chawla,3,1,16,0,5.33,10,1,0,1,0,2,392226,2,12,Kings XI Punjab
1225,Sreesanth,4,0,20,2,5,14,2,0,2,0,2,392226,2,50,Kings XI Punjab
1226,Ramesh Powar,3,0,20,0,6.67,6,1,0,2,0,2,392226,2,0,Kings XI Punjab
1227,Yuvraj Singh,1,0,14,0,14,0,0,1,0,0,2,392226,2,0,Kings XI Punjab
1228,Wilkin Mota,1,0,6,1,6,2,0,0,0,0,2,392226,2,25,Kings XI Punjab
1229,Ashish Nehra,4,1,6,1,1.5,19,0,0,0,0,1,392226,2,43,Delhi Daredevils
1230,Pradeep Sangwan,4,0,42,1,10.5,12,3,3,0,0,1,392226,2,25,Delhi Daredevils
1231,Farveez Maharoof,4,0,29,2,7.25,15,2,1,2,4,1,392226,2,50,Delhi Daredevils
1232,Daniel Vettori,3.1,0,15,0,4.74,10,2,0,0,0,1,392226,2,6,Delhi Daredevils
1233,Rajat Bhatia,3,0,22,0,7.33,7,3,0,1,0,1,392226,2,0,Delhi Daredevils
1234,Tillakaratne Dilshan,1,0,7,0,7,2,1,0,0,0,1,392226,2,0,Delhi Daredevils
1235,Albie Morkel,4,0,31,1,7.75,11,1,2,1,1,2,392227,2,25,Chennai Super Kings
1236,Sudeep Tyagi,3,0,29,1,9.67,9,5,1,0,0,2,392227,2,25,Chennai Super Kings
1237,Muttiah Muralitharan,4,0,19,0,4.75,12,0,1,0,0,2,392227,2,6,Chennai Super Kings
1238,Suresh Raina,4,0,22,1,5.5,8,0,1,0,0,2,392227,2,25,Chennai Super Kings
1239,Shadab Jakati,3,0,26,0,8.67,4,1,1,0,0,2,392227,2,0,Chennai Super Kings
1240,Lakshmipathy Balaji,2,0,17,0,8.5,1,2,0,0,0,2,392227,2,0,Chennai Super Kings
1241,Lasith Malinga,4,0,19,1,4.75,14,2,0,1,0,1,392227,2,31,Mumbai Indians
1242,Dhawal Kulkarni,4,0,45,1,11.25,8,4,2,1,0,1,392227,2,25,Mumbai Indians
1243,Dwayne Bravo,3.1,0,19,1,6,13,2,1,1,0,1,392227,2,25,Mumbai Indians
1244,Harbhajan Singh,3,0,22,0,7.33,6,1,1,0,0,1,392227,2,0,Mumbai Indians
1245,Jean-Paul Duminy,2,0,9,0,4.5,4,0,0,0,0,1,392227,2,6,Mumbai Indians
1246,Chetanya Nanda,3,0,21,0,7,6,1,0,2,0,1,392227,2,0,Mumbai Indians
1247,Ryan Harris,4,0,20,2,5,13,2,0,0,0,2,392228,2,50,Deccan Chargers
1248,RP Singh,3.1,0,30,0,9.47,8,2,1,2,2,2,392228,2,0,Deccan Chargers
1249,Andrew Symonds,4,0,28,1,7,12,1,2,0,0,2,392228,2,25,Deccan Chargers
1250,Harmeet Singh,3.5,0,40,0,10.43,5,3,2,0,0,2,392228,2,0,Deccan Chargers
1251,Pragyan Ojha,3,0,24,0,8,6,2,1,0,0,2,392228,2,0,Deccan Chargers
1252,Rohit Sharma,2,0,15,1,7.5,4,1,0,0,0,2,392228,2,25,Deccan Chargers
1253,Ishant Sharma,4,0,23,0,5.75,13,4,0,0,0,1,392228,2,0,Kolkata Knight Riders
1254,Mashrafe Mortaza,4,0,58,0,14.5,7,4,4,2,2,1,392228,2,-6,Kolkata Knight Riders
1255,Murali Kartik,4,0,12,1,3,14,0,0,0,0,1,392228,2,31,Kolkata Knight Riders
1256,Brad Hodge,3,0,23,1,7.67,7,2,1,0,0,1,392228,2,25,Kolkata Knight Riders
1257,Ajit Agarkar,4,0,41,0,10.25,4,4,1,0,0,1,392228,2,0,Kolkata Knight Riders
1258,David Hussey,1,0,6,0,6,1,0,0,0,0,1,392228,2,0,Kolkata Knight Riders
1259,Ryan Harris,4,0,31,0,7.75,12,2,2,2,0,2,392229,2,0,Deccan Chargers
1260,RP Singh,4,0,26,3,6.5,10,2,0,2,0,2,392229,2,79,Deccan Chargers
1261,Andrew Symonds,2,0,10,1,5,8,0,1,1,0,2,392229,2,25,Deccan Chargers
1262,Rohit Sharma,2,0,23,0,11.5,2,3,0,0,0,2,392229,2,0,Deccan Chargers
1263,Tirumalasetti Suman,4,0,23,1,5.75,10,2,0,0,1,2,392229,2,25,Deccan Chargers
1264,Venugopal Rao,2,0,8,1,4,4,0,0,0,0,2,392229,2,31,Deccan Chargers
1265,Pragyan Ojha,2,0,12,0,6,3,1,0,0,0,2,392229,2,0,Deccan Chargers
1266,Brett Lee,4,0,31,0,7.75,12,3,1,0,2,1,392229,2,0,Kings XI Punjab
1267,Irfan Pathan,3,0,29,2,9.67,9,4,1,1,0,1,392229,2,50,Kings XI Punjab
1268,Sreesanth,2,0,10,0,5,8,2,0,0,0,1,392229,2,0,Kings XI Punjab
1269,Ramesh Powar,2,0,11,2,5.5,7,1,0,1,0,1,392229,2,50,Kings XI Punjab
1270,Piyush Chawla,4,0,20,0,5,11,1,0,0,0,1,392229,2,0,Kings XI Punjab
1271,Yuvraj Singh,4,0,13,3,3.25,15,0,0,0,0,1,392229,2,85,Kings XI Punjab
1272,Wilkin Mota,1,0,18,0,18,1,1,2,0,0,1,392229,2,0,Kings XI Punjab
1273,Munaf Patel,4,0,39,2,9.75,11,3,2,0,3,2,392230,2,50,Rajasthan Royals
1274,Amit Singh,3,0,23,0,7.67,6,2,0,0,0,2,392230,2,0,Rajasthan Royals
1275,Siddharth Trivedi,1,0,9,0,9,3,2,0,0,0,2,392230,2,0,Rajasthan Royals
1276,Johan Botha,4,0,23,1,5.75,8,1,0,1,0,2,392230,2,25,Rajasthan Royals
1277,Shane Warne,4,0,28,0,7,4,0,0,0,0,2,392230,2,0,Rajasthan Royals
1278,Ravindra Jadeja,2,0,13,0,6.5,2,1,0,0,0,2,392230,2,0,Rajasthan Royals
1279,Abhishek Raut,1,0,10,0,10,2,2,0,0,0,2,392230,2,0,Rajasthan Royals
1280,Yusuf Pathan,1,0,4,0,4,2,0,0,0,0,2,392230,2,0,Rajasthan Royals
1281,Ashish Nehra,3,0,8,1,2.67,13,0,0,1,0,1,392230,2,31,Delhi Daredevils
1282,Dirk Nannes,4,0,33,1,8.25,12,6,0,3,0,1,392230,2,25,Delhi Daredevils
1283,Aavishkar Salvi,4,0,19,2,4.75,14,2,0,1,0,1,392230,2,56,Delhi Daredevils
1284,Farveez Maharoof,4,0,27,2,6.75,9,3,0,0,0,1,392230,2,50,Delhi Daredevils
1285,Amit Mishra,4,0,33,3,8.25,7,0,1,0,2,1,392230,2,79,Delhi Daredevils
1286,Tillakaratne Dilshan,1,0,10,0,10,2,2,0,0,0,1,392230,2,0,Delhi Daredevils
1287,Ashok Dinda,4,0,29,1,7.25,13,4,1,0,0,2,392231,2,25,Kolkata Knight Riders
1288,Anureet Singh,1,0,12,0,12,2,2,0,2,0,2,392231,2,0,Kolkata Knight Riders
1289,Ajit Agarkar,4,0,45,0,11.25,7,4,2,5,0,2,392231,2,0,Kolkata Knight Riders
1290,Murali Kartik,3,0,27,0,9,5,3,0,1,0,2,392231,2,0,Kolkata Knight Riders
1291,Brad Hodge,2,0,12,0,6,4,1,0,0,0,2,392231,2,0,Kolkata Knight Riders
1292,Ajantha Mendis,4,0,38,0,9.5,4,2,2,0,0,2,392231,2,0,Kolkata Knight Riders
1293,David Hussey,2,0,18,0,9,4,0,1,1,0,2,392231,2,0,Kolkata Knight Riders
1294,Albie Morkel,3,0,39,0,13,5,6,1,0,1,1,392231,2,-6,Chennai Super Kings
1295,Sudeep Tyagi,3,0,29,0,9.67,9,5,1,0,0,1,392231,2,0,Chennai Super Kings
1296,Muttiah Muralitharan,4,0,16,1,4,15,2,0,0,0,1,392231,2,31,Chennai Super Kings
1297,Shadab Jakati,4,0,36,1,9,7,0,3,0,0,1,392231,2,25,Chennai Super Kings
1298,Suresh Raina,3,0,25,0,8.33,4,2,0,0,0,1,392231,2,0,Chennai Super Kings
1299,Lakshmipathy Balaji,3,0,40,0,13.33,2,2,3,0,0,1,392231,2,-6,Chennai Super Kings
1300,Praveen Kumar,4,0,30,3,7.5,9,1,1,0,0,2,392232,2,79,Royal Challengers Bangalore
1301,Jacques Kallis,4,0,17,1,4.25,11,1,0,0,0,2,392232,2,31,Royal Challengers Bangalore
1302,Balachandra Akhil,2,0,20,0,10,2,3,0,0,0,2,392232,2,0,Royal Challengers Bangalore
1303,Roelof van der Merwe,4,0,31,1,7.75,3,2,0,0,0,2,392232,2,25,Royal Challengers Bangalore
1304,Anil Kumble,4,0,24,2,6,7,1,0,2,0,2,392232,2,50,Royal Challengers Bangalore
1305,Virat Kohli,2,0,12,0,6,4,0,0,1,0,2,392232,2,0,Royal Challengers Bangalore
1306,Ashish Nehra,4,0,21,1,5.25,14,2,0,0,1,1,392232,2,25,Delhi Daredevils
1307,Aavishkar Salvi,4,0,30,0,7.5,13,3,2,0,0,1,392232,2,0,Delhi Daredevils
1308,Farveez Maharoof,2,0,9,0,4.5,5,0,0,0,0,1,392232,2,6,Delhi Daredevils
1309,Andrew McDonald,3,0,22,0,7.33,2,1,0,0,0,1,392232,2,0,Delhi Daredevils
1310,Daniel Vettori,4,0,32,0,8,5,2,1,0,0,1,392232,2,0,Delhi Daredevils
1311,Yogesh Nagar,2,0,20,2,10,3,0,2,0,1,1,392232,2,50,Delhi Daredevils
1312,Brad Hodge,1,0,22,0,22,0,0,3,0,0,2,392233,2,0,Kolkata Knight Riders
1313,Charl Langeveldt,4,0,15,3,3.75,16,2,0,1,0,2,392233,2,85,Kolkata Knight Riders
1314,Ashok Dinda,4,0,12,0,3,17,1,0,1,0,2,392233,2,6,Kolkata Knight Riders
1315,Ajit Agarkar,4,0,15,2,3.75,16,2,0,0,0,2,392233,2,56,Kolkata Knight Riders
1316,Sourav Sarkar,3,0,15,1,5,4,0,0,0,0,2,392233,2,25,Kolkata Knight Riders
1317,Laxmi Shukla,4,0,20,0,5,14,2,0,1,0,2,392233,2,0,Kolkata Knight Riders
1318,Munaf Patel,4,0,14,2,3.5,19,2,0,0,1,1,392233,2,56,Rajasthan Royals
1319,Amit Singh,3.3,0,19,1,5.43,12,3,0,0,0,1,392233,2,25,Rajasthan Royals
1320,Johan Botha,4,0,19,2,4.75,13,1,1,0,0,1,392233,2,56,Rajasthan Royals
1321,Shane Warne,4,0,24,0,6,10,1,1,1,0,1,392233,2,0,Rajasthan Royals
1322,Ravindra Jadeja,2,0,13,0,6.5,5,1,0,0,0,1,392233,2,0,Rajasthan Royals
1323,Tyron Henderson,2,0,10,0,5,6,1,0,0,0,1,392233,2,0,Rajasthan Royals
1324,Brett Lee,4,0,16,0,4,14,2,0,0,0,2,392234,2,6,Kings XI Punjab
1325,Irfan Pathan,4,0,32,2,8,10,4,1,1,0,2,392234,2,50,Kings XI Punjab
1326,Ramesh Powar,4,0,19,1,4.75,11,2,0,0,0,2,392234,2,31,Kings XI Punjab
1327,Sreesanth,4,0,23,2,5.75,13,3,0,1,0,2,392234,2,50,Kings XI Punjab
1328,Piyush Chawla,2,0,13,1,6.5,5,0,1,0,0,2,392234,2,25,Kings XI Punjab
1329,Wilkin Mota,2,0,8,1,4,4,0,0,0,0,2,392234,2,31,Kings XI Punjab
1330,Manpreet Gony,2,0,9,0,4.5,6,1,0,0,0,1,392234,2,6,Chennai Super Kings
1331,Thilan Thushara,4,0,28,2,7,11,1,1,2,0,1,392234,2,50,Chennai Super Kings
1332,Muttiah Muralitharan,4,0,8,2,2,16,0,0,0,0,1,392234,2,56,Chennai Super Kings
1333,Ravichandran Ashwin,4,0,13,2,3.25,12,0,0,0,0,1,392234,2,56,Chennai Super Kings
1334,Suresh Raina,4,0,17,2,4.25,12,1,0,1,0,1,392234,2,56,Chennai Super Kings
1335,Lakshmipathy Balaji,2,0,14,0,7,6,2,0,0,0,1,392234,2,0,Chennai Super Kings
1336,Dirk Nannes,4,0,27,3,6.75,13,4,0,4,0,2,392235,2,79,Delhi Daredevils
1337,Aavishkar Salvi,4,0,27,1,6.75,11,2,1,2,0,2,392235,2,25,Delhi Daredevils
1338,Pradeep Sangwan,4,0,28,2,7,14,4,0,3,0,2,392235,2,50,Delhi Daredevils
1339,Amit Mishra,4,0,42,0,10.5,5,5,1,0,1,2,392235,2,0,Delhi Daredevils
1340,Rajat Bhatia,4,0,29,1,7.25,9,3,0,1,0,2,392235,2,25,Delhi Daredevils
1341,Lasith Malinga,4,0,38,1,9.5,9,3,2,1,1,1,392235,2,25,Mumbai Indians
1342,Dhawal Kulkarni,3,0,36,1,12,5,6,1,0,0,1,392235,2,19,Mumbai Indians
1343,Rahil Shaikh,1,0,11,0,11,1,2,0,0,0,1,392235,2,0,Mumbai Indians
1344,Harbhajan Singh,4,0,17,4,4.25,12,1,0,1,0,1,392235,2,114,Mumbai Indians
1345,Abhishek Nayar,2,0,25,0,12.5,3,3,1,0,0,1,392235,2,-6,Mumbai Indians
1346,Sanath Jayasuriya,2,0,25,0,12.5,2,1,1,2,0,1,392235,2,-6,Mumbai Indians
1347,Jean-Paul Duminy,1.3,0,14,0,9.33,4,1,1,0,0,1,392235,2,0,Mumbai Indians
1348,Ryan Harris,4,0,25,0,6.25,11,2,0,0,0,2,392236,2,0,Deccan Chargers
1349,RP Singh,4,0,47,1,11.75,8,4,3,0,0,2,392236,2,25,Deccan Chargers
1350,Andrew Symonds,4,0,15,1,3.75,10,0,0,0,0,2,392236,2,31,Deccan Chargers
1351,Jaskaran Singh,3,0,32,0,10.67,8,4,1,1,0,2,392236,2,0,Deccan Chargers
1352,Pragyan Ojha,4,0,32,2,8,8,3,1,0,0,2,392236,2,50,Deccan Chargers
1353,Tirumalasetti Suman,1,0,18,0,18,1,0,2,0,0,2,392236,2,0,Deccan Chargers
1354,Anil Kumble,4,0,23,2,5.75,13,4,0,0,0,1,392236,2,50,Royal Challengers Bangalore
1355,Jacques Kallis,1,0,8,0,8,2,1,0,0,0,1,392236,2,0,Royal Challengers Bangalore
1356,Praveen Kumar,4,0,45,0,11.25,7,4,2,1,0,1,392236,2,0,Royal Challengers Bangalore
1357,Roelof van der Merwe,4,0,32,1,8,8,1,2,2,0,1,392236,2,25,Royal Challengers Bangalore
1358,Balachandra Akhil,4,0,18,2,4.5,8,0,0,1,0,1,392236,2,56,Royal Challengers Bangalore
1359,Virat Kohli,3,0,25,0,8.33,3,0,1,2,0,1,392236,2,0,Royal Challengers Bangalore
1360,Ryan Harris,4,1,27,3,6.75,15,2,1,1,1,2,392237,2,91,Deccan Chargers
1361,RP Singh,4,0,33,2,8.25,11,4,1,2,0,2,392237,2,50,Deccan Chargers
1362,Pragyan Ojha,3,0,27,0,9,5,3,1,0,0,2,392237,2,0,Deccan Chargers
1363,Andrew Symonds,3,0,20,1,6.67,9,3,0,0,0,2,392237,2,25,Deccan Chargers
1364,Harmeet Singh,3,0,15,0,5,7,1,0,0,0,2,392237,2,0,Deccan Chargers
1365,Rohit Sharma,3,0,26,0,8.67,1,0,1,1,0,2,392237,2,0,Deccan Chargers
1366,Dirk Nannes,3,0,38,0,12.67,4,7,0,2,0,1,392237,2,-6,Delhi Daredevils
1367,Ashish Nehra,4,0,38,1,9.5,8,4,1,1,1,1,392237,2,25,Delhi Daredevils
1368,Pradeep Sangwan,2.4,0,21,0,7.88,7,2,1,1,0,1,392237,2,0,Delhi Daredevils
1369,Tillakaratne Dilshan,3,0,13,0,4.33,8,1,0,0,0,1,392237,2,6,Delhi Daredevils
1370,Virender Sehwag,1,0,25,0,25,1,1,3,0,1,1,392237,2,0,Delhi Daredevils
1371,Amit Mishra,4,0,19,3,4.75,13,0,1,0,0,1,392237,2,85,Delhi Daredevils
1372,Praveen Kumar,4,0,26,1,6.5,10,2,1,0,0,2,392238,2,25,Royal Challengers Bangalore
1373,Jacques Kallis,4,0,26,1,6.5,12,4,0,1,0,2,392238,2,25,Royal Challengers Bangalore
1374,Vinay Kumar,4,0,38,2,9.5,9,4,2,0,0,2,392238,2,50,Royal Challengers Bangalore
1375,Anil Kumble,4,0,30,0,7.5,6,1,1,0,0,2,392238,2,0,Royal Challengers Bangalore
1376,Roelof van der Merwe,4,0,23,1,5.75,6,0,0,2,0,2,392238,2,25,Royal Challengers Bangalore
1377,Albie Morkel,3,0,26,1,8.67,7,4,0,0,0,1,392238,2,25,Chennai Super Kings
1378,Manpreet Gony,2,0,23,1,11.5,6,5,0,0,1,1,392238,2,25,Chennai Super Kings
1379,Shadab Jakati,4,0,29,1,7.25,10,4,0,0,0,1,392238,2,25,Chennai Super Kings
1380,Suresh Raina,3,0,23,0,7.67,6,0,2,0,0,1,392238,2,0,Chennai Super Kings
1381,Muttiah Muralitharan,4,0,15,1,3.75,15,0,1,0,0,1,392238,2,31,Chennai Super Kings
1382,Lakshmipathy Balaji,2,0,16,0,8,4,2,0,0,0,1,392238,2,0,Chennai Super Kings
1383,Jacob Oram,0.5,0,14,0,16.8,1,1,1,0,1,1,392238,2,0,Chennai Super Kings
1384,Anil Kumble,4,0,16,4,4,14,1,0,0,0,2,392239,2,114,Royal Challengers Bangalore
1385,Praveen Kumar,4,0,43,0,10.75,8,1,3,5,0,2,392239,2,0,Royal Challengers Bangalore
1386,Jacques Kallis,4,0,24,0,6,12,4,0,0,0,2,392239,2,0,Royal Challengers Bangalore
1387,Vinay Kumar,4,0,30,2,7.5,7,1,0,1,0,2,392239,2,50,Royal Challengers Bangalore
1388,Roelof van der Merwe,4,0,28,0,7,8,2,1,0,0,2,392239,2,0,Royal Challengers Bangalore
1389,Ryan Harris,4,1,34,1,8.5,15,3,3,1,0,1,392239,2,37,Deccan Chargers
1390,RP Singh,4,0,16,1,4,13,1,0,0,0,1,392239,2,31,Deccan Chargers
1391,Andrew Symonds,3,0,18,2,6,8,0,1,0,0,1,392239,2,50,Deccan Chargers
1392,Pragyan Ojha,4,0,28,3,7,10,2,1,0,0,1,392239,2,79,Deccan Chargers
1393,Harmeet Singh,4,0,23,2,5.75,13,4,0,0,0,1,392239,2,50,Deccan Chargers
1394,Rohit Sharma,1,0,9,0,9,0,0,0,0,0,1,392239,2,0,Deccan Chargers
1395,Chaminda Vaas,3,1,22,2,7.33,12,2,2,0,0,2,419106,3,62,Deccan Chargers
1396,RP Singh,4,0,35,1,8.75,12,3,2,3,0,2,419106,3,25,Deccan Chargers
1397,Jaskaran Singh,4,0,35,1,8.75,10,3,2,1,0,2,419106,3,25,Deccan Chargers
1398,Pragyan Ojha,4,0,19,0,4.75,12,2,0,0,0,2,419106,3,6,Deccan Chargers
1399,Andrew Symonds,4,0,26,0,6.5,8,0,1,2,0,2,419106,3,0,Deccan Chargers
1400,Tirumalasetti Suman,1,0,16,0,16,1,1,1,0,1,2,419106,3,0,Deccan Chargers
1401,Charl Langeveldt,4,0,26,2,6.5,11,1,1,3,0,1,419106,3,50,Kolkata Knight Riders
1402,Ishant Sharma,4,0,31,1,7.75,9,4,0,1,1,1,419106,3,25,Kolkata Knight Riders
1403,Laxmi Shukla,3,0,30,1,10,5,1,2,0,0,1,419106,3,25,Kolkata Knight Riders
1404,Murali Kartik,3,0,17,1,5.67,9,2,0,0,0,1,419106,3,25,Kolkata Knight Riders
1405,Angelo Mathews,4,0,27,1,6.75,9,3,0,1,1,1,419106,3,25,Kolkata Knight Riders
1406,Brad Hodge,2,0,14,1,7,4,0,1,0,0,1,419106,3,25,Kolkata Knight Riders
1407,Dimitri Mascarenhas,4,0,34,2,8.5,7,5,0,0,0,2,419107,3,50,Rajasthan Royals
1408,Shaun Tait,4,0,46,1,11.5,10,7,0,6,0,2,419107,3,25,Rajasthan Royals
1409,Kamran Khan,1,0,10,0,10,3,0,1,0,0,2,419107,3,0,Rajasthan Royals
1410,Amit Uniyal,4,0,41,2,10.25,6,4,1,2,0,2,419107,3,50,Rajasthan Royals
1411,Shane Warne,3,0,29,0,9.67,5,3,1,1,0,2,419107,3,0,Rajasthan Royals
1412,Abhishek Jhunjhunwala,2,0,27,0,13.5,3,4,1,0,0,2,419107,3,-6,Rajasthan Royals
1413,Yusuf Pathan,2,0,22,0,11,2,0,2,0,0,2,419107,3,0,Rajasthan Royals
1414,Zaheer Khan,4,0,27,0,6.75,9,3,0,1,0,1,419107,3,0,Mumbai Indians
1415,Ryan McLaren,4,0,43,0,10.75,7,6,1,2,0,1,419107,3,0,Mumbai Indians
1416,Lasith Malinga,4,0,22,2,5.5,9,1,0,1,0,1,419107,3,50,Mumbai Indians
1417,Ali Murtaza,4,0,46,1,11.5,7,2,4,0,0,1,419107,3,25,Mumbai Indians
1418,Rajagopal Sathish,3,0,51,1,17,3,5,4,1,0,1,419107,3,19,Mumbai Indians
1419,Sanath Jayasuriya,1,0,19,0,19,0,1,2,0,0,1,419107,3,0,Mumbai Indians
1420,Dirk Nannes,4,0,12,2,3,18,1,0,2,0,2,419108,3,56,Delhi Daredevils
1421,Farveez Maharoof,4,0,37,2,9.25,11,2,2,2,0,2,419108,3,50,Delhi Daredevils
1422,Pradeep Sangwan,4,0,32,1,8,11,5,0,0,0,2,419108,3,25,Delhi Daredevils
1423,Amit Mishra,4,0,23,1,5.75,10,3,0,0,0,2,419108,3,25,Delhi Daredevils
1424,Yo Mahesh,3,0,23,1,7.67,5,2,0,1,0,2,419108,3,25,Delhi Daredevils
1425,Tillakaratne Dilshan,1,0,7,1,7,2,1,0,0,0,2,419108,3,25,Delhi Daredevils
1426,Irfan Pathan,3.5,0,27,1,7.04,12,4,0,2,0,1,419108,3,25,Kings XI Punjab
1427,Sreesanth,4,0,24,2,6,10,3,0,0,0,1,419108,3,50,Kings XI Punjab
1428,Yusuf Abdulla,4,0,30,1,7.5,10,3,1,0,0,1,419108,3,25,Kings XI Punjab
1429,Piyush Chawla,4,0,33,0,8.25,7,4,0,0,0,1,419108,3,0,Kings XI Punjab
1430,Yuvraj Singh,3,0,11,0,3.67,7,0,0,0,0,1,419108,3,6,Kings XI Punjab
1431,Ramesh Powar,1,0,16,0,16,0,2,0,0,0,1,419108,3,0,Kings XI Punjab
1432,Charl Langeveldt,4,0,27,1,6.75,10,4,0,0,0,2,419109,3,25,Kolkata Knight Riders
1433,Ishant Sharma,4,0,27,0,6.75,12,2,1,1,0,2,419109,3,0,Kolkata Knight Riders
1434,Angelo Mathews,4,0,19,4,4.75,11,2,0,0,0,2,419109,3,114,Kolkata Knight Riders
1435,Murali Kartik,4,0,22,2,5.5,10,2,0,0,1,2,419109,3,50,Kolkata Knight Riders
1436,Brad Hodge,1,0,11,0,11,1,0,1,0,0,2,419109,3,0,Kolkata Knight Riders
1437,Sourav Ganguly,2,0,18,0,9,1,2,0,0,0,2,419109,3,0,Kolkata Knight Riders
1438,Rohan Gavaskar,1,0,8,0,8,2,1,0,0,0,2,419109,3,0,Kolkata Knight Riders
1439,Praveen Kumar,4,0,16,1,4,12,1,0,0,0,1,419109,3,31,Royal Challengers Bangalore
1440,Jacques Kallis,3,0,34,0,11.33,5,4,1,0,0,1,419109,3,0,Royal Challengers Bangalore
