Season,Team,Player
12,Mumbai Indians,Barinder Sran
12,Mumbai Indians,Aditya Tare
12,Mumbai Indians,Jayant Yadav
12,Mumbai Indians,Suryakumar Yadav
12,Mumbai Indians,Yuvraj Singh
12,Mumbai Indians,Alzarri Joseph
12,Mumbai Indians,Adam Milne
12,Rajasthan Royals,Ajinkya Rahane
12,Rajasthan Royals,Varun Aaron
12,Rajasthan Royals,Jofra Archer
12,Rajasthan Royals,Stuart Binny
12,Rajasthan Royals,Aryaman Birla
12,Rajasthan Royals,Jos Buttler
12,Rajasthan Royals,Prashant Chopra
12,Rajasthan Royals,Shreyas Gopal
12,Rajasthan Royals,Krishnappa Gowtham
12,Rajasthan Royals,Dhawal Kulkarni
12,Rajasthan Royals,Liam Livingstone
12,Rajasthan Royals,Mahipal Lomror
12,Rajasthan Royals,Sudhesan Midhun
12,Rajasthan Royals,Riyan Parag
12,Rajasthan Royals,Shubham Ranjane
12,Rajasthan Royals,Sanju Samson
12,Rajasthan Royals,Shashank Singh
12,Rajasthan Royals,Steven Smith
12,Rajasthan Royals,Ish Sodhi
12,Rajasthan Royals,Ben Stokes
12,Rajasthan Royals,Oshane Thomas
12,Rajasthan Royals,Rahul Tripathi
12,Rajasthan Royals,Ashton Turner
12,Rajasthan Royals,Jaydev Unadkat
12,Rajasthan Royals,Manan Vohra
12,Rajasthan Royals,Steven Smith
12,Rajasthan Royals,Varun Aaron
12,Rajasthan Royals,Jofra Archer
12,Rajasthan Royals,Stuart Binny
12,Rajasthan Royals,Aryaman Birla
12,Rajasthan Royals,Jos Buttler
12,Rajasthan Royals,Prashant Chopra
12,Rajasthan Royals,Shreyas Gopal
12,Rajasthan Royals,Krishnappa Gowtham
12,Rajasthan Royals,Dhawal Kulkarni
12,Rajasthan Royals,Liam Livingstone
12,Rajasthan Royals,Mahipal Lomror
12,Rajasthan Royals,Sudhesan Midhun
12,Rajasthan Royals,Riyan Parag
12,Rajasthan Royals,Ajinkya Rahane
12,Rajasthan Royals,Shubham Ranjane
12,Rajasthan Royals,Sanju Samson
12,Rajasthan Royals,Shashank Singh
12,Rajasthan Royals,Ish Sodhi
12,Rajasthan Royals,Ben Stokes
12,Rajasthan Royals,Oshane Thomas
12,Rajasthan Royals,Rahul Tripathi
12,Rajasthan Royals,Ashton Turner
12,Rajasthan Royals,Jaydev Unadkat
12,Rajasthan Royals,Manan Vohra
12,Royal Challengers Bangalore,Virat Kohli
12,Royal Challengers Bangalore,Akshdeep Nath
12,Royal Challengers Bangalore,Moeen Ali
12,Royal Challengers Bangalore,Yuzvendra Chahal
12,Royal Challengers Bangalore,Colin de Grandhomme
12,Royal Challengers Bangalore,AB de Villiers
12,Royal Challengers Bangalore,Shivam Dube
12,Royal Challengers Bangalore,Gurkeerat Singh Mann
12,Royal Challengers Bangalore,Shimron Hetmyer
12,Royal Challengers Bangalore,Himmat Singh
12,Royal Challengers Bangalore,Kulwant Khejroliya
12,Royal Challengers Bangalore,Heinrich Klaasen
12,Royal Challengers Bangalore,Milind Kumar
12,Royal Challengers Bangalore,Mohammed Siraj
12,Royal Challengers Bangalore,Pawan Negi
12,Royal Challengers Bangalore,Devdutt Padikkal
12,Royal Challengers Bangalore,Parthiv Patel
12,Royal Challengers Bangalore,Prayas Ray Barman
12,Royal Challengers Bangalore,Navdeep Saini
12,Royal Challengers Bangalore,Tim Southee
12,Royal Challengers Bangalore,Dale Steyn
12,Royal Challengers Bangalore,Marcus Stoinis
12,Royal Challengers Bangalore,Washington Sundar
12,Royal Challengers Bangalore,Umesh Yadav
12,Royal Challengers Bangalore,Nathan Coulter-Nile
12,Sunrisers Hyderabad,Kane Williamson
12,Sunrisers Hyderabad,Abhishek Sharma
12,Sunrisers Hyderabad,Khaleel Ahmed
12,Sunrisers Hyderabad,Jonny Bairstow
12,Sunrisers Hyderabad,Basil Thampi
12,Sunrisers Hyderabad,Ricky Bhui
12,Sunrisers Hyderabad,Shreevats Goswami
12,Sunrisers Hyderabad,Martin Guptill
12,Sunrisers Hyderabad,Deepak Hooda
12,Sunrisers Hyderabad,Siddarth Kaul
12,Sunrisers Hyderabad,Bhuvneshwar Kumar
12,Sunrisers Hyderabad,Mohammad Nabi
12,Sunrisers Hyderabad,Shahbaz Nadeem
12,Sunrisers Hyderabad,T Natarajan
12,Sunrisers Hyderabad,Manish Pandey
12,Sunrisers Hyderabad,Yusuf Pathan
12,Sunrisers Hyderabad,Rashid Khan
12,Sunrisers Hyderabad,Wriddhiman Saha
12,Sunrisers Hyderabad,Sandeep Sharma
12,Sunrisers Hyderabad,Vijay Shankar
12,Sunrisers Hyderabad,Shakib Al Hasan
12,Sunrisers Hyderabad,Billy Stanlake
12,Sunrisers Hyderabad,David Warner
13,Chennai Super Kings (20,MS Dhoni
13,Chennai Super Kings (20,KM Asif
13,Chennai Super Kings (20,Deepak Chahar
13,Chennai Super Kings (20,Piyush Chawla
13,Chennai Super Kings (20,Sam Curran
13,Chennai Super Kings (20,Faf du Plessis
13,Chennai Super Kings (20,Ruturaj Gaikwad
13,Chennai Super Kings (20,Josh Hazlewood
13,Chennai Super Kings (20,Imran Tahir
13,Chennai Super Kings (20,Ravindra Jadeja
13,Chennai Super Kings (20,Kedar Jadhav
13,Chennai Super Kings (20,Narayan Jagadeesan
13,Chennai Super Kings (20,Monu Kumar
13,Chennai Super Kings (20,Lungi Ngidi
13,Chennai Super Kings (20,Ambati Rayudu
13,Chennai Super Kings (20,Ravisrinivasan Sai Kishore
13,Chennai Super Kings (20,Mitchell Santner
13,Chennai Super Kings (20,Karn Sharma
13,Chennai Super Kings (20,Shardul Thakur
13,Chennai Super Kings (20,Murali Vijay
13,Chennai Super Kings (20,Shane Watson
13,Chennai Super Kings (20,Dwayne Bravo
13,Chennai Super Kings (20,Harbhajan Singh
13,Chennai Super Kings (20,Suresh Raina
13,Delhi Capitals,Shreyas Iyer
13,Delhi Capitals,Ravichandran Ashwin
13,Delhi Capitals,Avesh Khan
13,Delhi Capitals,Alex Carey
13,Delhi Capitals,Tushar Deshpande
13,Delhi Capitals,Shikhar Dhawan
13,Delhi Capitals,Praveen Dubey
13,Delhi Capitals,Shimron Hetmyer
13,Delhi Capitals,Sandeep Lamichhane
13,Delhi Capitals,Anrich Nortje
13,Delhi Capitals,Rishabh Pant
13,Delhi Capitals,Axar Patel
13,Delhi Capitals,Harshal Patel
13,Delhi Capitals,Keemo Paul
13,Delhi Capitals,Kagiso Rabada
13,Delhi Capitals,Ajinkya Rahane
13,Delhi Capitals,Daniel Sams
13,Delhi Capitals,Mohit Sharma
13,Delhi Capitals,Prithvi Shaw
13,Delhi Capitals,Marcus Stoinis
13,Delhi Capitals,Lalit Yadav
13,Delhi Capitals,Amit Mishra
13,Delhi Capitals,Jason Roy
13,Delhi Capitals,Ishant Sharma
13,Delhi Capitals,Chris Woakes
13,Kings XI Punjab,KL Rahul
13,Kings XI Punjab,Mayank Agarwal
13,Kings XI Punjab,Arshdeep Singh
13,Kings XI Punjab,Murugan Ashwin
13,Kings XI Punjab,Sheldon Cottrell
13,Kings XI Punjab,Chris Gayle
13,Kings XI Punjab,Krishnappa Gowtham
13,Kings XI Punjab,Harpreet Brar
13,Kings XI Punjab,Deepak Hooda
13,Kings XI Punjab,Chris Jordan
13,Kings XI Punjab,Sarfaraz Khan
13,Kings XI Punjab,Mandeep Singh
13,Kings XI Punjab,Glenn Maxwell
13,Kings XI Punjab,Mohammed Shami
13,Kings XI Punjab,Mujeeb Ur Rahman
13,Kings XI Punjab,Karun Nair
13,Kings XI Punjab,Darshan Nalkande
13,Kings XI Punjab,James Neesham
13,Kings XI Punjab,Nicholas Pooran
13,Kings XI Punjab,Ishan Porel
13,Kings XI Punjab,Prabhsimran Singh
13,Kings XI Punjab,Ravi Bishnoi
13,Kings XI Punjab,Jagadeesha Suchith
13,Kings XI Punjab,Tajinder Singh
13,Kings XI Punjab,Hardus Viljoen
13,Kolkata Knight Riders,Eoin Morgan
13,Kolkata Knight Riders,Tom Banton
13,Kolkata Knight Riders,Pat Cummins
13,Kolkata Knight Riders,Lockie Ferguson
13,Kolkata Knight Riders,Chris Green
13,Kolkata Knight Riders,Dinesh Karthik
13,Kolkata Knight Riders,Kuldeep Yadav
13,Kolkata Knight Riders,Siddhesh Lad
13,Kolkata Knight Riders,Kamlesh Nagarkoti
13,Kolkata Knight Riders,Nikhil Naik
13,Kolkata Knight Riders,Sunil Narine
13,Kolkata Knight Riders,Prasidh Krishna
13,Kolkata Knight Riders,Nitish Rana
13,Kolkata Knight Riders,Andre Russell
13,Kolkata Knight Riders,Sandeep Warrier
13,Kolkata Knight Riders,Shivam Mavi
13,Kolkata Knight Riders,Shubman Gill
13,Kolkata Knight Riders,Manimaran Siddharth
13,Kolkata Knight Riders,Rinku Singh
13,Kolkata Knight Riders,Rahul Tripathi
13,Kolkata Knight Riders,Varun Chakravarthy
13,Kolkata Knight Riders,Ali Khan
13,Kolkata Knight Riders,Harry Gurney
13,Kolkata Knight Riders,Pravin Tambe
13,Mumbai Indians,Rohit Sharma
13,Mumbai Indians,Anmolpreet Singh
13,Mumbai Indians,Trent Boult
13,Mumbai Indians,Jasprit Bumrah
13,Mumbai Indians,Rahul Chahar
13,Mumbai Indians,Nathan Coulter-Nile
13,Mumbai Indians,Quinton de Kock
13,Mumbai Indians,Digvijay Deshmukh
13,Mumbai Indians,Ishan Kishan
13,Mumbai Indians,Dhawal Kulkarni
13,Mumbai Indians,Chris Lynn
13,Mumbai Indians,Mitchell McClenaghan
13,Mumbai Indians,Mohsin Khan
13,Mumbai Indians,Hardik Pandya
13,Mumbai Indians,Krunal Pandya
13,Mumbai Indians,James Pattinson
13,Mumbai Indians,Kieron Pollard
13,Mumbai Indians,Prince Balwant Rai
13,Mumbai Indians,Anukul Roy
13,Mumbai Indians,Sherfane Rutherford
13,Mumbai Indians,Aditya Tare
13,Mumbai Indians,Saurabh Tiwary
13,Mumbai Indians,Jayant Yadav
13,Mumbai Indians,Suryakumar Yadav
13,Mumbai Indians,Lasith Malinga
13,Rajasthan Royals,Steven Smith
13,Rajasthan Royals,Varun Aaron
13,Rajasthan Royals,Akash Singh
13,Rajasthan Royals,Anuj Rawat
13,Rajasthan Royals,Jofra Archer
13,Rajasthan Royals,Jos Buttler
13,Rajasthan Royals,Tom Curran
13,Rajasthan Royals,Shreyas Gopal
13,Rajasthan Royals,Yashasvi Jaiswal
13,Rajasthan Royals,Aniruddha Joshi
13,Rajasthan Royals,Kartik Tyagi
13,Rajasthan Royals,Mahipal Lomror
13,Rajasthan Royals,Mayank Markande
13,Rajasthan Royals,David Miller
13,Rajasthan Royals,Riyan Parag
13,Rajasthan Royals,Ankit Rajpoot
13,Rajasthan Royals,Sanju Samson
13,Rajasthan Royals,Shashank Singh
13,Rajasthan Royals,Ben Stokes
13,Rajasthan Royals,Rahul Tewatia
13,Rajasthan Royals,Oshane Thomas
13,Rajasthan Royals,Andrew Tye
13,Rajasthan Royals,Jaydev Unadkat
13,Rajasthan Royals,Robin Uthappa
13,Rajasthan Royals,Manan Vohra
13,Royal Challengers Bangalore,Virat Kohli
13,Royal Challengers Bangalore,Moeen Ali
13,Royal Challengers Bangalore,Yuzvendra Chahal
13,Royal Challengers Bangalore,Pavan Deshpande
13,Royal Challengers Bangalore,AB de Villiers
13,Royal Challengers Bangalore,Shivam Dube
13,Royal Challengers Bangalore,Aaron Finch
13,Royal Challengers Bangalore,Gurkeerat Singh Mann
13,Royal Challengers Bangalore,Mohammed Siraj
13,Royal Challengers Bangalore,Chris Morris
13,Royal Challengers Bangalore,Pawan Negi
13,Royal Challengers Bangalore,Devdutt Padikkal
13,Royal Challengers Bangalore,Parthiv Patel
13,Royal Challengers Bangalore,Josh Philippe
13,Royal Challengers Bangalore,Shahbaz Ahmed
13,Royal Challengers Bangalore,Navdeep Saini
13,Royal Challengers Bangalore,Dale Steyn
13,Royal Challengers Bangalore,Isuru Udana
13,Royal Challengers Bangalore,Washington Sundar
13,Royal Challengers Bangalore,Umesh Yadav
13,Royal Challengers Bangalore,Adam Zampa
13,Royal Challengers Bangalore,Kane Richardson
13,Sunrisers Hyderabad,David Warner
13,Sunrisers Hyderabad,Abdul Samad
13,Sunrisers Hyderabad,Abhishek Sharma
13,Sunrisers Hyderabad,Khaleel Ahmed
13,Sunrisers Hyderabad,Fabian Allen
13,Sunrisers Hyderabad,Jonny Bairstow
13,Sunrisers Hyderabad,Basil Thampi
13,Sunrisers Hyderabad,Priyam Garg
13,Sunrisers Hyderabad,Shreevats Goswami
13,Sunrisers Hyderabad,Jason Holder
13,Sunrisers Hyderabad,Siddarth Kaul
13,Sunrisers Hyderabad,Mohammad Nabi
13,Sunrisers Hyderabad,Shahbaz Nadeem
13,Sunrisers Hyderabad,T Natarajan
13,Sunrisers Hyderabad,Manish Pandey
13,Sunrisers Hyderabad,Prithvi Raj
13,Sunrisers Hyderabad,Rashid Khan
13,Sunrisers Hyderabad,Wriddhiman Saha
13,Sunrisers Hyderabad,Bavanaka Sandeep
13,Sunrisers Hyderabad,Sandeep Sharma
13,Sunrisers Hyderabad,Sanjay Yadav
13,Sunrisers Hyderabad,Vijay Shankar
13,Sunrisers Hyderabad,Billy Stanlake
13,Sunrisers Hyderabad,Virat Singh
13,Sunrisers Hyderabad,Kane Williamson
13,Sunrisers Hyderabad,Bhuvneshwar Kumar
13,Sunrisers Hyderabad,Mitchell Marsh
14,Chennai Super Kings,MS Dhoni
14,Chennai Super Kings,Moeen Ali
14,Chennai Super Kings,KM Asif
14,Chennai Super Kings,Bhagath Varma
14,Chennai Super Kings,Dwayne Bravo
14,Chennai Super Kings,Deepak Chahar
14,Chennai Super Kings,Sam Curran
14,Chennai Super Kings,Faf du Plessis
14,Chennai Super Kings,Ruturaj Gaikwad
14,Chennai Super Kings,Krishnappa Gowtham
14,Chennai Super Kings,C Hari Nishaanth
14,Chennai Super Kings,Josh Hazlewood
14,Chennai Super Kings,Imran Tahir
14,Chennai Super Kings,Ravindra Jadeja
14,Chennai Super Kings,Narayan Jagadeesan
14,Chennai Super Kings,Lungi Ngidi
14,Chennai Super Kings,Cheteshwar Pujara
14,Chennai Super Kings,Suresh Raina
14,Chennai Super Kings,Ambati Rayudu
14,Chennai Super Kings,Harishankar Reddy
14,Chennai Super Kings,Ravisrinivasan Sai Kishore
14,Chennai Super Kings,Mitchell Santner
14,Chennai Super Kings,Karn Sharma
14,Chennai Super Kings,Shardul Thakur
14,Chennai Super Kings,Robin Uthappa
14,Delhi Capitals,Shreyas Iyer
14,Delhi Capitals,Ravichandran Ashwin
14,Delhi Capitals,Avesh Khan
14,Delhi Capitals,Sam Billings
14,Delhi Capitals,Tom Curran
14,Delhi Capitals,Shikhar Dhawan
14,Delhi Capitals,Praveen Dubey
14,Delhi Capitals,Shimron Hetmyer
14,Delhi Capitals,Lukman Meriwala
14,Delhi Capitals,Amit Mishra
14,Delhi Capitals,Anrich Nortje
14,Delhi Capitals,Rishabh Pant
14,Delhi Capitals,Axar Patel
14,Delhi Capitals,Ripal Patel
14,Delhi Capitals,Kagiso Rabada
14,Delhi Capitals,Ajinkya Rahane
14,Delhi Capitals,Ishant Sharma
14,Delhi Capitals,Prithvi Shaw
14,Delhi Capitals,Manimaran Siddharth
14,Delhi Capitals,Steven Smith
14,Delhi Capitals,Marcus Stoinis
14,Delhi Capitals,Vishnu Vinod
14,Delhi Capitals,Chris Woakes
14,Delhi Capitals,Lalit Yadav
14,Delhi Capitals,Umesh Yadav
14,Kolkata Knight Riders,Eoin Morgan
14,Kolkata Knight Riders,Vaibhav Arora
14,Kolkata Knight Riders,Pat Cummins
14,Kolkata Knight Riders,Ben Cutting
14,Kolkata Knight Riders,Lockie Ferguson
14,Kolkata Knight Riders,Harbhajan Singh
14,Kolkata Knight Riders,Venkatesh Iyer
14,Kolkata Knight Riders,Sheldon Jackson
14,Kolkata Knight Riders,Dinesh Karthik
14,Kolkata Knight Riders,Kuldeep Yadav
14,Kolkata Knight Riders,Kamlesh Nagarkoti
14,Kolkata Knight Riders,Karun Nair
14,Kolkata Knight Riders,Sunil Narine
14,Kolkata Knight Riders,Pawan Negi
14,Kolkata Knight Riders,Prasidh Krishna
14,Kolkata Knight Riders,Nitish Rana
14,Kolkata Knight Riders,Andre Russell
14,Kolkata Knight Riders,Sandeep Warrier
14,Kolkata Knight Riders,Tim Seifert
14,Kolkata Knight Riders,Shakib Al Hasan
14,Kolkata Knight Riders,Shivam Mavi
14,Kolkata Knight Riders,Shubman Gill
14,Kolkata Knight Riders,Rinku Singh
14,Kolkata Knight Riders,Rahul Tripathi
14,Kolkata Knight Riders,Varun Chakravarthy
14,Mumbai Indians,Rohit Sharma
14,Mumbai Indians,Anmolpreet Singh
14,Mumbai Indians,Trent Boult
14,Mumbai Indians,Jasprit Bumrah
14,Mumbai Indians,Rahul Chahar
14,Mumbai Indians,Piyush Chawla
14,Mumbai Indians,Nathan Coulter-Nile
14,Mumbai Indians,Quinton de Kock
14,Mumbai Indians,Ishan Kishan
14,Mumbai Indians,Marco Jansen
14,Mumbai Indians,Dhawal Kulkarni
14,Mumbai Indians,Chris Lynn
14,Mumbai Indians,Adam Milne
14,Mumbai Indians,Mohsin Khan
14,Mumbai Indians,James Neesham
14,Mumbai Indians,Hardik Pandya
14,Mumbai Indians,Krunal Pandya
14,Mumbai Indians,Kieron Pollard
14,Mumbai Indians,Anukul Roy
14,Mumbai Indians,Aditya Tare
14,Mumbai Indians,Arjun Tendulkar
14,Mumbai Indians,Saurabh Tiwary
14,Mumbai Indians,Jayant Yadav
14,Mumbai Indians,Suryakumar Yadav
14,Mumbai Indians,Yudhvir Singh
14,Punjab Kings,KL Rahul
14,Punjab Kings,Mayank Agarwal
14,Punjab Kings,Fabian Allen
14,Punjab Kings,Arshdeep Singh
14,Punjab Kings,Murugan Ashwin
14,Punjab Kings,Chris Gayle
14,Punjab Kings,Harpreet Brar
14,Punjab Kings,Moises Henriques
14,Punjab Kings,Deepak Hooda
14,Punjab Kings,Chris Jordan
14,Punjab Kings,Sarfaraz Khan
14,Punjab Kings,Dawid Malan
14,Punjab Kings,Mandeep Singh
14,Punjab Kings,Riley Meredith
14,Punjab Kings,Mohammed Shami
14,Punjab Kings,Darshan Nalkande
14,Punjab Kings,Nicholas Pooran
14,Punjab Kings,Ishan Porel
14,Punjab Kings,Prabhsimran Singh
14,Punjab Kings,Ravi Bishnoi
14,Punjab Kings,Jhye Richardson
14,Punjab Kings,Saurabh Kumar
14,Punjab Kings,Jalaj Saxena
14,Punjab Kings,Shahrukh Khan
14,Punjab Kings,Utkarsh Singh
14,Rajasthan Royals,Akash Singh
14,Rajasthan Royals,Anuj Rawat
14,Rajasthan Royals,Jofra Archer
14,Rajasthan Royals,Jos Buttler
14,Rajasthan Royals,KC Cariappa
14,Rajasthan Royals,Shivam Dube
14,Rajasthan Royals,Shreyas Gopal
14,Rajasthan Royals,Yashasvi Jaiswal
14,Rajasthan Royals,Kartik Tyagi
14,Rajasthan Royals,Liam Livingstone
14,Rajasthan Royals,Mahipal Lomror
14,Rajasthan Royals,Mayank Markande
14,Rajasthan Royals,David Miller
14,Rajasthan Royals,Chris Morris
14,Rajasthan Royals,Mustafizur Rahman
14,Rajasthan Royals,Riyan Parag
14,Rajasthan Royals,Chetan Sakariya
14,Rajasthan Royals,Sanju Samson
14,Rajasthan Royals,Ben Stokes
14,Rajasthan Royals,Rahul Tewatia
14,Rajasthan Royals,Andrew Tye
14,Rajasthan Royals,Jaydev Unadkat
14,Rajasthan Royals,Manan Vohra
14,Rajasthan Royals,Kuldip Yadav
14,Royal Challengers Bangalore,Virat Kohli
14,Royal Challengers Bangalore,Finn Allen
14,Royal Challengers Bangalore,Srikar Bharat
14,Royal Challengers Bangalore,Yuzvendra Chahal
14,Royal Challengers Bangalore,Dan Christian
14,Royal Challengers Bangalore,Pavan Deshpande
14,Royal Challengers Bangalore,AB de Villiers
14,Royal Challengers Bangalore,Kyle Jamieson
14,Royal Challengers Bangalore,Glenn Maxwell
14,Royal Challengers Bangalore,Mohammed Azharuddeen
14,Royal Challengers Bangalore,Mohammed Siraj
14,Royal Challengers Bangalore,Devdutt Padikkal
14,Royal Challengers Bangalore,Harshal Patel
14,Royal Challengers Bangalore,Rajat Patidar
14,Royal Challengers Bangalore,Suyash Prabhudessai
14,Royal Challengers Bangalore,Kane Richardson
14,Royal Challengers Bangalore,Sachin Baby
14,Royal Challengers Bangalore,Shahbaz Ahmed
14,Royal Challengers Bangalore,Navdeep Saini
14,Royal Challengers Bangalore,Daniel Sams
14,Royal Challengers Bangalore,Washington Sundar
14,Royal Challengers Bangalore,Adam Zampa
14,Royal Challengers Bangalore,Josh Philippe
14,Sunrisers Hyderabad,David Warner
14,Sunrisers Hyderabad,Abdul Samad
14,Sunrisers Hyderabad,Abhishek Sharma
14,Sunrisers Hyderabad,Khaleel Ahmed
14,Sunrisers Hyderabad,Jonny Bairstow
14,Sunrisers Hyderabad,Basil Thampi
14,Sunrisers Hyderabad,Priyam Garg
14,Sunrisers Hyderabad,Shreevats Goswami
14,Sunrisers Hyderabad,Jason Holder
14,Sunrisers Hyderabad,Kedar Jadhav
14,Sunrisers Hyderabad,Siddarth Kaul
14,Sunrisers Hyderabad,Bhuvneshwar Kumar
14,Sunrisers Hyderabad,Mitchell Marsh
14,Sunrisers Hyderabad,Mohammad Nabi
14,Sunrisers Hyderabad,Mujeeb Ur Rahman
14,Sunrisers Hyderabad,Shahbaz Nadeem
14,Sunrisers Hyderabad,T Natarajan
14,Sunrisers Hyderabad,Manish Pandey
14,Sunrisers Hyderabad,Rashid Khan
14,Sunrisers Hyderabad,Wriddhiman Saha
14,Sunrisers Hyderabad,Sandeep Sharma
14,Sunrisers Hyderabad,Vijay Shankar
14,Sunrisers Hyderabad,Jagadeesha Suchith
14,Sunrisers Hyderabad,Virat Singh
14,Sunrisers Hyderabad,Kane Williamson
