Player,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Match_Location,Toss_Winner,Choose_to
Khaleel Ahmed,3,0,38,0,12.67,7,2,4,1,0,1,1136619,11,-6,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Siddarth Kaul,4,0,32,2,8,7,1,2,0,0,1,1136619,11,50,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Rashid Khan,4,0,19,3,4.75,12,2,0,0,0,1,1136619,11,85,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Carlos Brathwaite,2,0,15,2,7.5,6,3,0,0,0,1,1136619,11,50,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Shakib Al Hasan,3,0,16,1,5.33,6,1,0,0,0,1,1136619,11,25,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Deepak Chahar,4,0,25,0,6.25,10,1,1,1,1,2,1136620,11,0,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Lungi Ngidi,4,1,26,1,6.5,11,1,2,0,0,2,1136620,11,37,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Shardul Thakur,3,0,31,1,10.33,4,1,2,2,0,2,1136620,11,25,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Karn Sharma,3,0,25,1,8.33,7,2,1,1,0,2,1136620,11,25,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Dwayne Bravo,4,0,46,1,11.5,5,5,2,2,0,2,1136620,11,25,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Ravindra Jadeja,2,0,24,1,12,2,3,1,0,0,2,1136620,11,19,Chennai Super Kings,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Bhuvneshwar Kumar,4,1,17,0,4.25,16,0,1,0,0,1,1136620,11,18,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Sandeep Sharma,4,0,52,1,13,9,5,4,2,0,1,1136620,11,19,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Siddarth Kaul,3,0,43,0,14.33,2,5,2,0,0,1,1136620,11,-6,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Rashid Khan,4,1,24,0,6,9,3,0,0,0,1,1136620,11,12,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Shakib Al Hasan,1,0,15,0,15,1,0,2,0,0,1,1136620,11,0,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Carlos Brathwaite,2.3,0,27,1,10.8,3,3,1,1,0,1,1136620,11,25,Sunrisers Hyderabad,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field
Deepak Chahar,4,0,17,0,4.25,12,1,0,0,1,2,1175356,12,6,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Harbhajan Singh,4,0,20,3,5,13,0,1,0,0,2,1175356,12,79,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Suresh Raina,1,0,6,0,6,1,0,0,0,0,2,1175356,12,0,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Imran Tahir,4,1,9,3,2.25,18,1,0,0,0,2,1175356,12,97,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Ravindra Jadeja,4,1,15,2,3.75,15,1,0,0,0,2,1175356,12,68,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Dwayne Bravo,0.1,0,0,1,0,1,0,0,0,0,2,1175356,12,25,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Yuzvendra Chahal,4,1,6,1,1.5,18,0,0,0,0,1,1175356,12,43,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Navdeep Saini,4,0,24,0,6,16,2,1,1,1,1,1175356,12,0,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Moeen Ali,4,0,19,1,4.75,15,3,0,0,0,1,1175356,12,31,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Umesh Yadav,3,0,13,0,4.33,9,1,0,1,0,1,1175356,12,6,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Mohammed Siraj,2,1,5,1,2.5,8,0,0,0,0,1,1175356,12,43,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Shivam Dube,0.4,0,3,0,4.5,2,0,0,1,0,1,1175356,12,0,Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,field
Prasidh Krishna,4,0,31,0,7.75,10,2,1,2,1,2,1175357,12,0,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Piyush Chawla,3,0,23,1,7.67,10,3,1,0,0,2,1175357,12,25,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Lockie Ferguson,4,0,34,0,8.5,5,3,0,0,0,2,1175357,12,0,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Sunil Narine,3,0,29,0,9.67,5,3,1,0,0,2,1175357,12,0,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Kuldeep Yadav,2,0,18,0,9,2,1,1,0,0,2,1175357,12,0,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Andre Russell,3,0,32,2,10.67,3,2,2,0,0,2,1175357,12,50,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Nitish Rana,1,0,9,0,9,0,1,0,0,0,2,1175357,12,0,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Bhuvneshwar Kumar,4,0,37,0,9.25,10,4,2,0,0,1,1175357,12,0,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Shakib Al Hasan,3.4,0,42,1,11.45,10,1,5,1,0,1,1175357,12,25,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Sandeep Sharma,4,0,42,1,10.5,7,4,2,2,0,1,1175357,12,25,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Siddarth Kaul,4,0,35,1,8.75,6,2,2,0,0,1,1175357,12,25,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Rashid Khan,4,0,26,1,6.5,10,4,0,0,0,1,1175357,12,25,Sunrisers Hyderabad,Kolkata Knight Riders,"Eden Gardens, Kolkata",Kolkata Knight Riders,field
Rasikh Salam,4,0,42,0,10.5,8,3,2,1,2,2,1175358,12,0,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Mitchell McClenaghan,4,0,40,3,10,10,5,2,0,0,2,1175358,12,79,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Jasprit Bumrah,4,0,40,1,10,8,3,3,0,0,2,1175358,12,25,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Hardik Pandya,4,0,41,1,10.25,8,3,3,1,0,2,1175358,12,25,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Krunal Pandya,2,0,21,0,10.5,3,4,0,0,0,2,1175358,12,0,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Ben Cutting,2,0,27,1,13.5,2,4,1,0,0,2,1175358,12,19,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Trent Boult,4,0,42,1,10.5,7,6,1,1,0,1,1175358,12,25,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Ishant Sharma,4,0,34,2,8.5,13,6,1,0,0,1,1175358,12,50,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Kagiso Rabada,4,0,23,2,5.75,10,1,0,3,0,1,1175358,12,50,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Rahul Tewatia,1.2,0,12,1,9,4,1,1,0,0,1,1175358,12,25,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Keemo Paul,3,0,21,1,7,8,3,0,2,0,1,1175358,12,25,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Axar Patel,3,0,42,1,14,2,3,3,0,0,1,1175358,12,19,Delhi Capitals,Mumbai Indians,"Wankhede Stadium, Mumbai",Mumbai Indians,field
Dhawal Kulkarni,4,0,30,1,7.5,10,4,0,3,0,2,1175359,12,25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Dhawal Kulkarni,4,0,30,1,7.5,10,4,0,3,0,2,1175359,12,25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Krishnappa Gowtham,4,0,32,1,8,10,2,2,1,0,2,1175359,12,25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Krishnappa Gowtham,4,0,32,1,8,10,2,2,1,0,2,1175359,12,25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Jofra Archer,4,0,17,0,4.25,13,0,1,0,0,2,1175359,12,6,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Jofra Archer,4,0,17,0,4.25,13,0,1,0,0,2,1175359,12,6,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Ben Stokes,4,0,48,2,12,8,5,2,3,0,2,1175359,12,44,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Ben Stokes,4,0,48,2,12,8,5,2,3,0,2,1175359,12,44,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Jaydev Unadkat,3,0,44,0,14.67,4,6,2,1,0,2,1175359,12,-6,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Jaydev Unadkat,3,0,44,0,14.67,4,6,2,1,0,2,1175359,12,-6,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Shreyas Gopal,1,0,5,0,5,2,0,0,0,0,2,1175359,12,0,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Shreyas Gopal,1,0,5,0,5,2,0,0,0,0,2,1175359,12,0,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Sam Curran,4,0,52,2,13,7,7,2,1,0,1,1175359,12,44,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Mujeeb Ur Rahman,4,0,31,2,7.75,11,2,2,1,0,1,1175359,12,50,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Mohammed Shami,4,0,33,0,8.25,8,3,1,0,0,1,1175359,12,0,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Ravichandran Ashwin,4,0,20,1,5,6,0,0,0,0,1,1175359,12,25,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Ankit Rajpoot,4,0,33,2,8.25,9,4,0,0,2,1,1175359,12,50,Punjab Kings,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field
Deepak Chahar,4,0,20,1,5,12,2,0,1,0,2,1175360,12,25,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Shardul Thakur,2,0,19,0,9.5,5,4,0,0,0,2,1175360,12,0,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Harbhajan Singh,4,0,30,0,7.5,10,3,1,2,0,2,1175360,12,0,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Ravindra Jadeja,4,0,23,1,5.75,8,1,0,0,0,2,1175360,12,25,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Imran Tahir,2,0,20,1,10,3,2,1,0,0,2,1175360,12,25,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Dwayne Bravo,4,0,33,3,8.25,8,4,0,2,0,2,1175360,12,79,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Ishant Sharma,3,0,28,1,9.33,5,5,0,0,0,1,1175360,12,25,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Axar Patel,4,0,16,0,4,15,2,0,0,0,1,1175360,12,6,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Kagiso Rabada,3.4,0,26,1,7.09,10,3,1,0,0,1,1175360,12,25,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Amit Mishra,4,0,35,2,8.75,9,1,3,1,0,1,1175360,12,50,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Rahul Tewatia,2,0,20,0,10,3,2,1,0,0,1,1175360,12,0,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Keemo Paul,3,0,20,0,6.67,6,1,0,1,1,1,1175360,12,0,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat
Mohammed Shami,4,0,44,1,11,9,4,3,0,1,2,1175361,12,25,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Varun Chakravarthy,3,0,35,1,11.67,8,3,3,0,0,2,1175361,12,25,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Hardus Viljoen,4,0,36,1,9,11,3,2,2,0,2,1175361,12,25,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Andrew Tye,4,0,37,1,9.25,7,3,2,0,0,2,1175361,12,25,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Ravichandran Ashwin,4,0,47,0,11.75,5,0,5,1,0,2,1175361,12,0,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Mandeep Singh,1,0,18,0,18,1,1,2,0,0,2,1175361,12,0,Punjab Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",Punjab Kings,field
Prasidh Krishna,4,0,42,0,10.5,10,6,1,1,0,1,1175361,12,0,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Lockie Ferguson,4,0,42,1,10.5,10,3,3,2,0,1,1175361,12,25,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Andre Russell,3,0,21,2,7,7,2,0,0,0,1,1175361,12,50,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Kuldeep Yadav,4,0,32,0,8,6,2,1,2,0,1,1175361,12,0,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Sunil Narine,2,0,26,0,13,3,4,1,0,0,1,1175361,12,-6,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Piyush Chawla,3,0,26,1,8.67,6,2,1,0,0,1,1175361,12,25,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Punjab Kings,field
Umesh Yadav,4,0,26,2,6.5,11,4,0,1,0,2,1175362,12,50,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Navdeep Saini,4,0,40,0,10,12,5,2,0,1,2,1175362,12,0,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Mohammed Siraj,4,0,38,2,9.5,11,3,3,1,0,2,1175362,12,50,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Yuzvendra Chahal,4,0,38,4,9.5,7,1,3,1,0,2,1175362,12,108,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Colin de Grandhomme,3,0,27,0,9,2,3,0,1,0,2,1175362,12,0,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Moeen Ali,1,0,13,0,13,1,1,1,0,0,2,1175362,12,0,Royal Challengers Bangalore,Mumbai Indians,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Mitchell McClenaghan,2,0,24,0,12,2,3,1,0,0,1,1175362,12,-6,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Lasith Malinga,4,0,47,0,11.75,5,1,4,2,0,1,1175362,12,0,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Jasprit Bumrah,4,0,20,3,5,14,3,0,1,0,1,1175362,12,79,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Hardik Pandya,3,0,37,0,12.33,6,5,2,0,0,1,1175362,12,-6,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Krunal Pandya,4,0,28,0,7,5,1,1,0,0,1,1175362,12,0,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Mayank Markande,3,0,23,1,7.67,6,2,1,0,0,1,1175362,12,25,Mumbai Indians,Royal Challengers Bangalore,"M.Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,field
Bhuvneshwar Kumar,4,0,55,0,13.75,7,9,1,2,0,2,1175363,12,-6,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Sandeep Sharma,4,0,38,0,9.5,4,2,1,0,0,2,1175363,12,0,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Rashid Khan,4,0,24,1,6,10,3,0,0,0,2,1175363,12,25,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Siddarth Kaul,4,0,32,0,8,7,2,1,1,1,2,1175363,12,0,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Shahbaz Nadeem,3,0,36,1,12,2,1,3,0,0,2,1175363,12,19,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Vijay Shankar,1,0,13,0,13,1,1,1,0,0,2,1175363,12,0,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Dhawal Kulkarni,3,0,40,0,13.33,3,2,3,1,0,1,1175363,12,-6,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Dhawal Kulkarni,3,0,40,0,13.33,3,2,3,1,0,1,1175363,12,-6,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Krishnappa Gowtham,2,0,25,0,12.5,1,3,1,0,0,1,1175363,12,-6,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Krishnappa Gowtham,2,0,25,0,12.5,1,3,1,0,0,1,1175363,12,-6,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Jofra Archer,4,0,42,0,10.5,9,4,2,2,0,1,1175363,12,0,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Jofra Archer,4,0,42,0,10.5,9,4,2,2,0,1,1175363,12,0,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Ben Stokes,3,0,40,1,13.33,3,8,0,0,0,1,1175363,12,19,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Ben Stokes,3,0,40,1,13.33,3,8,0,0,0,1,1175363,12,19,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Shreyas Gopal,4,0,27,3,6.75,8,1,1,0,0,1,1175363,12,79,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Shreyas Gopal,4,0,27,3,6.75,8,1,1,0,0,1,1175363,12,79,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Jaydev Unadkat,3,0,26,1,8.67,5,1,1,2,0,1,1175363,12,25,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Jaydev Unadkat,3,0,26,1,8.67,5,1,1,2,0,1,1175363,12,25,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,bat
Ravichandran Ashwin,4,0,26,0,6.5,8,3,0,1,0,2,1175364,12,0,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Mohammed Shami,4,0,42,2,10.5,7,2,3,1,0,2,1175364,12,50,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Hardus Viljoen,4,0,40,2,10,7,6,0,0,0,2,1175364,12,50,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Andrew Tye,4,0,40,1,10,4,5,0,2,0,2,1175364,12,25,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Murugan Ashwin,4,0,25,2,6.25,11,4,0,0,0,2,1175364,12,50,Punjab Kings,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Mitchell McClenaghan,4,0,35,0,8.75,8,2,2,1,0,1,1175364,12,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Lasith Malinga,3,0,24,0,8,6,3,0,1,0,1,1175364,12,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Jasprit Bumrah,3.4,0,23,0,6.27,12,4,0,0,0,1,1175364,12,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Hardik Pandya,3,0,39,0,13,4,2,3,3,0,1,1175364,12,-6,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Krunal Pandya,4,0,43,2,10.75,3,2,2,1,0,1,1175364,12,50,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Mayank Markande,1,0,12,0,12,1,2,0,1,0,1,1175364,12,0,Mumbai Indians,Punjab Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,field
Kagiso Rabada,4,0,41,1,10.25,6,6,0,1,0,2,1175365,12,25,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Sandeep Lamichhane,4,0,29,1,7.25,12,2,2,0,0,2,1175365,12,25,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Chris Morris,4,0,35,1,8.75,10,5,1,0,0,2,1175365,12,25,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Harshal Patel,4,0,40,2,10,7,2,3,1,1,2,1175365,12,50,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Amit Mishra,4,0,36,1,9,10,2,3,1,0,2,1175365,12,25,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Prasidh Krishna,4,0,33,0,8.25,8,5,0,1,0,1,1175365,12,0,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Lockie Ferguson,4,0,38,1,9.5,7,6,0,2,0,1,1175365,12,25,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Piyush Chawla,4,0,36,1,9,5,2,2,0,0,1,1175365,12,25,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Andre Russell,3,0,28,1,9.33,7,4,1,0,0,1,1175365,12,25,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
Kuldeep Yadav,4,0,41,2,10.25,6,2,3,0,0,1,1175365,12,50,Kolkata Knight Riders,Delhi Capitals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field
