,Player,Description,Runs,Balls,4s,6s,SR,Team,Match_id,Season,Fantasy_Points,Teams,Opponent_Team,Toss_Winner,Choose_to,Match_Location
139,Ramnaresh Sarwan,c Harbhajan Singh b Nehra,7,9,0,0,77.78,1,335991,1,7,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
140,Mahela Jayawardene,c sub (AM Rahane) b Harbhajan Singh,12,7,0,1,171.43,1,335991,1,20,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
141,Sunny Sohal,c Nehra b Kulkarni,0,4,0,0,0,1,335991,1,-2,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
142,Brett Lee,not out,16,8,2,1,200,1,335991,1,26,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
143,Piyush Chawla,lbw b Harbhajan Singh,0,1,0,0,0,1,335991,1,-2,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
144,Sreesanth,c †Ronchi b Kulkarni,0,1,0,0,0,1,335991,1,-2,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
145,Vikram Singh,run out (Harbhajan Singh/†Ronchi),4,2,1,0,200,1,335991,1,11,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
146,Luke Ronchi,run out (Lee),11,8,1,1,137.5,2,335991,1,14,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
147,Sanath Jayasuriya,c & b Lee,1,7,0,0,14.29,2,335991,1,-5,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
148,Robin Uthappa,c Sarwan b Singh,21,18,2,1,116.67,2,335991,1,25,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
149,Dwayne Bravo,b Chawla,23,21,4,0,109.52,2,335991,1,27,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
150,Saurabh Tiwary,b Chawla,17,10,2,1,170,2,335991,1,27,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
151,Shaun Pollock,c Yuvraj Singh b Sreesanth,22,21,2,1,104.76,2,335991,1,26,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
152,Abhishek Nayar,c Chawla b Pathan,2,3,0,0,66.67,2,335991,1,2,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
153,Harbhajan Singh,lbw b Pathan,0,1,0,0,0,2,335991,1,-2,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
154,Musavir Khote,hit wicket b Sreesanth,8,7,1,0,114.29,2,335991,1,9,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
155,Dhawal Kulkarni,not out,2,16,0,0,12.5,2,335991,1,-4,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
156,Ashish Nehra,not out,2,10,0,0,20,2,335991,1,-4,Mumbai Indians,Punjab Kings,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
157,Shivnarine Chanderpaul,c Jadeja b Watson,2,9,0,0,22.22,1,335992,1,-4,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
158,Rahul Dravid,c Jadeja b Watson,0,1,0,0,0,1,335992,1,-2,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
159,Ross Taylor,c Smith b Patel,44,20,6,3,220,1,335992,1,62,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
160,Jacques Kallis,c Patel b Trivedi,11,10,2,0,110,1,335992,1,13,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
161,Virat Kohli,c †Rawat b Patel,13,14,0,1,92.86,1,335992,1,15,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
162,Mark Boucher,c †Rawat b Warne,4,10,0,0,40,1,335992,1,-2,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
163,Praveen Kumar,run out (†Rawat/Watson),34,30,2,3,113.33,1,335992,1,42,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
164,Sunil Joshi,run out (Sohail Tanvir/†Rawat),3,8,0,0,37.5,1,335992,1,-3,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
165,Zaheer Khan,not out,17,18,2,0,94.44,1,335992,1,19,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
166,Vinay Kumar,not out,1,1,0,0,100,1,335992,1,1,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
167,Graeme Smith,c Kumble b Joshi,49,42,8,0,116.67,2,335992,1,57,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
168,Mahesh Rawat,c †Boucher b Kumar,0,2,0,0,0,2,335992,1,-2,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
169,Yusuf Pathan,c †Boucher b Khan,21,12,5,0,175,2,335992,1,32,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
170,Shane Watson,not out,61,41,8,2,148.78,2,335992,1,73,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
171,Mohammad Kaif,not out,4,6,1,0,66.67,2,335992,1,5,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,"M.Chinnaswamy Stadium, Bengaluru"
172,Sourav Ganguly,c Badrinath b Joginder Sharma,12,19,1,0,63.16,1,335993,1,13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
173,Brendon McCullum,c Raina b Oram,24,12,2,2,200,1,335993,1,36,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
174,Ricky Ponting,c Raina b Oram,0,1,0,0,0,1,335993,1,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
175,Wriddhiman Saha,b Gony,27,16,5,1,168.75,1,335993,1,34,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
176,David Hussey,c Badrinath b Amarnath,0,2,0,0,0,1,335993,1,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
177,Mohammad Hafeez,c Joginder Sharma b Amarnath,16,24,1,0,66.67,1,335993,1,17,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
178,Laxmi Shukla,run out (†Dhoni/Joginder Sharma),42,33,4,1,127.27,1,335993,1,48,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
179,Ajit Agarkar,c Muralitharan b Gony,11,9,1,0,122.22,1,335993,1,12,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
180,Murali Kartik,c & b Oram,3,3,0,0,100,1,335993,1,3,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
181,Ishant Sharma,not out,4,3,0,0,133.33,1,335993,1,4,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
182,Ashok Dinda,not out,0,0,0,0,0,1,335993,1,-2,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
183,Parthiv Patel,c Sharma b Agarkar,21,27,3,0,77.78,2,335993,1,24,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
184,Matthew Hayden,not out,70,49,6,3,142.86,2,335993,1,82,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
185,MS Dhoni,not out,43,27,3,2,159.26,2,335993,1,50,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,"MA Chidambaram Stadium, Chepauk, Chennai"
186,Luke Ronchi,c Laxman b Singh,13,11,3,0,118.18,1,335994,1,16,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
187,Sanath Jayasuriya,c Sharma b Shahid Afridi,18,21,2,0,85.71,1,335994,1,20,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
188,Ajinkya Rahane,c Ojha b Bangar,0,7,0,0,0,1,335994,1,-2,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
189,Robin Uthappa,c †Gilchrist b Shahid Afridi,6,5,1,0,120,1,335994,1,7,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
190,Shaun Pollock,b Bangar,31,31,3,1,100,1,335994,1,36,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
191,Abhishek Nayar,c †Gilchrist b Zoysa,34,19,1,3,178.95,1,335994,1,47,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
192,Dwayne Bravo,c Ojha b Singh,34,18,3,1,188.89,1,335994,1,45,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
193,Musavir Khote,not out,7,10,1,0,70,1,335994,1,8,Mumbai Indians,Deccan Chargers,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
194,Adam Gilchrist,not out,109,47,9,10,231.91,2,335994,1,160,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
195,VVS Laxman,not out,37,26,4,1,142.31,2,335994,1,43,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,"Dr DY Patil Sports Academy, Mumbai"
196,Gautam Gambhir,c Yuvraj Singh b Singh,18,14,3,0,128.57,1,335995,1,21,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
197,Virender Sehwag,lbw b Pathan,6,6,1,0,100,1,335995,1,7,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
198,Shikhar Dhawan,c †Sangakkara b Lee,0,3,0,0,0,1,335995,1,-2,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
199,Shoaib Malik,c Lee b Singh,19,17,3,0,111.76,1,335995,1,22,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
200,Manoj Tiwary,c Yuvraj Singh b Singh,39,34,6,0,114.71,1,335995,1,45,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
201,Dinesh Karthik,b Yuvraj Singh,24,14,2,1,171.43,1,335995,1,34,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
202,Rajat Bhatia,b Pathan,17,15,1,1,113.33,1,335995,1,20,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
203,Farveez Maharoof,run out (Jayawardene/†Sangakkara),18,12,2,0,150,1,335995,1,20,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
204,Yo Mahesh,not out,6,5,0,0,120,1,335995,1,6,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
205,Karan Goel,lbw b McGrath,1,3,0,0,33.33,2,335995,1,-5,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
206,Simon Katich,run out (Sehwag/Bhatia),75,52,11,1,144.23,2,335995,1,88,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
207,Kumar Sangakkara,c †Karthik b Mohammad Asif,4,2,1,0,200,2,335995,1,11,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
208,Mahela Jayawardene,c & b Shoaib Malik,15,14,2,0,107.14,2,335995,1,17,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
209,Yuvraj Singh,not out,40,29,3,2,137.93,2,335995,1,47,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
210,Tanmay Srivastava,c †Karthik b Mahesh,7,9,0,0,77.78,2,335995,1,7,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
211,Irfan Pathan,c †Karthik b Mohammad Asif,10,7,2,0,142.86,2,335995,1,12,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
212,Brett Lee,not out,1,3,0,0,33.33,2,335995,1,-5,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
213,Parthiv Patel,c Kallis b Kumar,21,17,2,1,123.53,1,335996,1,25,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
214,Matthew Hayden,b Khan,13,19,2,0,68.42,1,335996,1,15,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
215,Michael Hussey,c Dravid b Khan,47,37,3,2,127.03,1,335996,1,54,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
216,Suresh Raina,run out (Jaffer/†Boucher),28,17,1,2,164.71,1,335996,1,33,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
217,MS Dhoni,c sub (R Vinay Kumar) b Khan,65,30,9,3,216.67,1,335996,1,86,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
218,Jacob Oram,not out,0,0,0,0,0,1,335996,1,-2,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
219,Bharat Chipli,b Gony,8,11,1,0,72.73,2,335996,1,9,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
220,Wasim Jaffer,c Oram b Amarnath,50,33,5,2,151.52,2,335996,1,59,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
221,Ross Taylor,c Raina b Amarnath,53,34,3,3,155.88,2,335996,1,62,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
222,Jacques Kallis,c †Dhoni b Joginder Sharma,14,10,2,0,140,2,335996,1,16,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
223,Mark Boucher,c Hussey b Gony,4,6,0,0,66.67,2,335996,1,4,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
224,Virat Kohli,b Morkel,12,7,2,0,171.43,2,335996,1,20,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
225,Rahul Dravid,lbw b Gony,0,1,0,0,0,2,335996,1,-2,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
226,Praveen Kumar,run out (Joginder Sharma/Oram/†Dhoni),6,5,0,0,120,2,335996,1,6,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
227,Zaheer Khan,run out (Raina/†Dhoni),8,6,1,0,133.33,2,335996,1,9,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
228,Balachandra Akhil,not out,2,3,0,0,66.67,2,335996,1,2,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
229,Dale Steyn,c Hussey b Joginder Sharma,1,2,0,0,50,2,335996,1,1,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,"M.Chinnaswamy Stadium, Bengaluru"
230,Brendon McCullum,lbw b Pollock,1,2,0,0,50,1,335997,1,1,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
231,Sourav Ganguly,c Jayasuriya b Pollock,4,2,1,0,200,1,335997,1,11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
232,Ricky Ponting,run out (Rahane/Jayasuriya),19,31,1,0,61.29,1,335997,1,20,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
233,Debabrata Das,c Uthappa b Bravo,29,20,5,1,145,1,335997,1,36,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
234,David Hussey,c Nehra b Jayasuriya,17,20,3,0,85,1,335997,1,20,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
235,Mohammad Hafeez,c †Shah b Jayasuriya,2,6,0,0,33.33,1,335997,1,-4,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
236,Laxmi Shukla,not out,40,22,4,2,181.82,1,335997,1,54,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
237,Ajit Agarkar,c Nehra b Jayasuriya,2,6,0,0,33.33,1,335997,1,-4,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
238,Murali Kartik,c Jayasuriya b Fernando,10,11,1,0,90.91,1,335997,1,11,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
239,Ishant Sharma,not out,0,0,0,0,0,1,335997,1,-2,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
240,Ajinkya Rahane,c Hussey b Agarkar,4,10,1,0,40,2,335997,1,-1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
241,Sanath Jayasuriya,b Sharma,18,10,3,1,180,2,335997,1,29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
242,Manish Pandey,b Dinda,0,3,0,0,0,2,335997,1,-2,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
243,Robin Uthappa,not out,37,37,5,0,100,2,335997,1,42,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
244,Dwayne Bravo,not out,64,53,8,1,120.75,2,335997,1,74,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,"Eden Gardens, Kolkata"
245,Gautam Gambhir,c Kumar b Khan,86,54,11,1,159.26,1,335998,1,99,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
246,Virender Sehwag,run out (Taylor),24,12,3,1,200,1,335998,1,35,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
247,Shikhar Dhawan,c Dravid b Kallis,50,33,4,3,151.52,1,335998,1,60,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
248,Shoaib Malik,b Steyn,6,4,1,0,150,1,335998,1,7,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
249,Dinesh Karthik,b Kallis,2,4,0,0,50,1,335998,1,2,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
250,Manoj Tiwary,not out,11,9,1,0,122.22,1,335998,1,12,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
251,Rajat Bhatia,not out,8,5,1,0,160,1,335998,1,9,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
252,Praveen Kumar,c Dhawan b McGrath,6,5,1,0,120,2,335998,1,7,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
253,Wasim Jaffer,c Mahesh b McGrath,10,9,0,1,111.11,2,335998,1,12,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
254,Ross Taylor,c Dhawan b McGrath,29,15,3,2,193.33,2,335998,1,42,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
255,Jacques Kallis,b Vettori,54,44,6,1,122.73,2,335998,1,62,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
256,Rahul Dravid,c Sehwag b McGrath,38,30,4,1,126.67,2,335998,1,44,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
257,Mark Boucher,not out,31,17,2,2,182.35,2,335998,1,43,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
258,Virat Kohli,not out,1,1,0,0,100,2,335998,1,1,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,"Arun Jaitley Stadium, Delhi"
259,Adam Gilchrist,b Pathan,6,6,0,0,100,1,335999,1,6,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
260,VVS Laxman,c Yuvraj Singh b Chawla,48,34,8,0,141.18,1,335999,1,56,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
261,Herschelle Gibbs,c Goel b Chawla,7,9,0,0,77.78,1,335999,1,7,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
262,Rohit Sharma,not out,76,42,10,2,180.95,1,335999,1,96,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
263,Shahid Afridi,c Yuvraj Singh b Gagandeep Singh,13,7,1,1,185.71,1,335999,1,22,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
264,Venugopal Rao,run out (Yuvraj Singh/†Sangakkara),1,2,0,0,50,1,335999,1,1,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
265,Sanjay Bangar,c Sreesanth b Chawla,3,8,0,0,37.5,1,335999,1,-3,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
266,Nuwan Zoysa,b Sreesanth,1,2,0,0,50,1,335999,1,1,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
267,Doddapaneni Kalyankrishna,c Marsh b Pathan,3,8,0,0,37.5,1,335999,1,-3,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
268,RP Singh,not out,2,2,0,0,100,1,335999,1,2,Deccan Chargers,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
269,Shaun Marsh,not out,84,62,11,1,135.48,2,335999,1,97,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
270,Ramnaresh Sarwan,run out (Bangar),15,15,2,0,100,2,335999,1,17,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
271,Kumar Sangakkara,c Sharma b Kalyankrishna,3,4,0,0,75,2,335999,1,3,Punjab Kings,Deccan Chargers,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
